序号,股票代码,股票简称,解禁时间,限售股类型,解禁数量,实际解禁数量,实际解禁市值,占解禁前流通市值比例,解禁前一交易日收盘价,解禁前20日涨跌幅,解禁后20日涨跌幅
303,600287,ST舜天,2025/3/3,股权激励限售股份,2205478,2205478,9968760.559999999,0.005049217,4.52,,
305,603969,银龙股份,2025/3/3,股权激励限售股份,4348800,4348800,26049312,0.005161755,5.99,,
306,600629,华建集团,2025/3/3,股权激励限售股份,8605794,8605794,72116553.72,0.009109948,8.38,,
302,688522,纳睿雷达,2025/3/3,首发战略配售股份,1799486,1799486,108329057.2,0.021234326,60.2,,
304,831278,泰德股份,2025/3/3,股权激励限售股份,2864000,2864000,37632960,0.029371071,13.14,,
300,688710,益诺思,2025/3/3,首发机构配售股份,1693150,1693150,70418108.5,0.063885765,41.59,,
307,688559,海目星,2025/3/3,定向增发机构配售股份,40000000,40000000,1404400000,0.193606532,35.11,,
309,000528,柳工,2025/3/3,定向增发机构配售股份,537484776,537484776,5697338626,0.362937639,10.6,,
308,603341,龙旗科技,2025/3/3,"首发原股东限售股份,首发战略配售股份",218212831,218212831,11785675002,4.546100646,54.01,,
298,600928,西安银行,2025/3/3,首发原股东限售股份,121348,121348,428358.44,2.7446565e-05,3.53,,
310,301607,富特科技,2025/3/4,首发机构配售股份,1222445,1222445,48592188.74999999,0.05465114,39.75,,
311,603551,奥普科技,2025/3/5,股权激励限售股份,140000,140000,1516200,0.00036012,10.83,,
312,603191,望变电气,2025/3/5,股权激励限售股份,765000,765000,10740600,0.004110122,14.04,,
315,000625,长安汽车,2025/3/5,股权激励限售股份,44111519,44111519,587565433.1,0.00536676,13.32,,
314,000510,新金路,2025/3/5,定向增发机构配售股份,39361335,39361335,142094419.4,0.069383207,3.61,,
313,002791,坚朗五金,2025/3/5,定向增发机构配售股份,26971558,26971558,616569815.9,0.164155704,22.86,,
317,600662,外服控股,2025/3/6,股权激励限售股份,297957,297957,1656640.9200000002,0.000131271,5.56,,
316,836961,西磁科技,2025/3/6,公开发行原股东限售股份,190000,190000,6422000,0.005084374,33.8,,
319,002219,新里程,2025/3/6,股权激励限售股份,34567500,34567500,100591425,0.010564498,2.91,,
318,002329,皇氏集团,2025/3/6,股权激励限售股份,9437790,9437790,31239084.9,0.014320042,3.31,,
320,600841,动力新科,2025/3/6,追加承诺限售股份上市流通,122880366,122880366,616859437.3,0.133544695,5.02,,
321,603032,德新科技,2025/3/7,股权激励限售股份,208600,208600,2968378,0.000906491,14.23,,
322,301218,华是科技,2025/3/7,首发原股东限售股份,52227000,52227000,1316120400,0.916068919,25.2,,
323,688281,华秦科技,2025/3/7,首发原股东限售股份,73010000,73010000,6392755600.000001,1.499999825,87.56,,
334,600905,三峡能源,2025/3/10,股权激励限售股份,15953330,15953330,68120719.1,0.00055805,4.27,,
325,603918,金桥信息,2025/3/10,股权激励限售股份,319800,319800,6757374,0.000873225,21.13,,
324,688628,优利德,2025/3/10,股权激励限售股份,127200,127200,4869216,0.00114435,38.28,,
326,688296,和达科技,2025/3/10,股权激励限售股份,339000,339000,4600230,0.003156626,13.57,,
332,300664,鹏鹞环保,2025/3/10,股权激励限售股份,3426000,3426000,17506860,0.004554214,5.11,,
333,000589,贵州轮胎,2025/3/10,股权激励限售股份,7926000,7926000,37648500,0.005180028,4.75,,
331,002840,华统股份,2025/3/10,股权激励限售股份,3192000,3192000,35112000,0.006412958,11,,
328,603657,春光科技,2025/3/10,股权激励限售股份,1103400,1103400,17146836,0.008161843,15.54,,
329,603237,五芳斋,2025/3/10,股权激励限售股份,1176000,1176000,21120960,0.00964918,17.96,,
330,600729,重庆百货,2025/3/10,定向增发机构配售股份,2790580,2790580,74536391.8,0.014810285,26.71,,
327,688502,茂莱光学,2025/3/10,首发战略配售股份,573723,573723,137550089.3,0.035357649,239.75,,
338,002182,宝武镁业,2025/3/10,定向增发机构配售股份,86800000,86800000,1117116000,0.111466047,12.87,,
335,300551,古鳌科技,2025/3/10,定向增发机构配售股份,43787639,43787639,428680985.8,0.145485813,9.79,,
336,603903,中持股份,2025/3/10,定向增发机构配售股份,53015728,53015728,367929152.3,0.262060033,6.94,,
341,301215,中汽股份,2025/3/10,首发原股东限售股份,555000000,555000000,3374400000,0.723221267,6.08,,
339,300952,恒辉安防,2025/3/10,追加承诺限售股份上市流通,90000000,90000000,2749500000,1.64075929,30.55,,
337,873706,铁拓机械,2025/3/10,公开发行原股东限售股份,66744500,66744500,1025862965,2.601035161,15.37,,
340,603070,万控智造,2025/3/10,首发原股东限售股份,312422083,312422083,4901902482,3.643893414,15.69,,
342,001207,联科科技,2025/3/11,股权激励限售股份,737000,737000,16272960,0.00366787,22.08,,
344,600479,千金药业,2025/3/11,股权激励限售股份,3390000,3390000,34442400,0.008100221,10.16,,
343,688565,力源科技,2025/3/11,股权激励限售股份,2438100,2438100,15847650.000000002,0.01628331,6.5,,
345,301529,福赛科技,2025/3/11,追加承诺限售股份上市流通,10525200,10525200,322176372,0.247028613,30.61,,
346,003031,中瓷电子,2025/3/11,首发原股东限售股份,174944855,174944855,8755989993,1.058912327,50.05,,
347,002437,誉衡药业,2025/3/12,股权激励限售股份,28956400,28956400,72101436,0.013216669,2.49,,
348,002590,万安科技,2025/3/12,定向增发机构配售股份,39405551,39405551,533157105.03000003,0.086500354,13.53,,
349,301387,光大同创,2025/3/13,股权激励限售股份,36400,36400,1339884.0000000002,0.000858475,36.81,,
353,002666,德联集团,2025/3/13,定向增发机构配售股份,33670033,33670033,157912454.8,0.074658371,4.69,,
351,920016,中草香料,2025/3/13,公开发行原股东限售股份,8601969,8601969,206275216.6,0.484422784,23.98,,
352,688695,中创股份,2025/3/13,首发原股东限售股份,32132633,32132633,1251887382,1.679122649,38.96,,
354,301588,美新科技,2025/3/13,"首发原股东限售股份,首发战略配售股份",49585631,49585631,1001133890,2.085747683,20.19,,
355,301061,匠心家居,2025/3/13,追加承诺限售股份上市流通,124800000,124800000,9932832000,2.931599787,79.59,,
350,002036,联创电子,2025/3/13,股权激励限售股份,75000,75000,1069500,7.1211153e-05,14.26,,
356,301004,嘉益股份,2025/3/14,股权激励限售股份,415000,415000,44114500,0.004337535,106.3,,
358,002609,捷顺科技,2025/3/14,股权激励限售股份,2106080,2106080,18849416,0.004584359,8.95,,
357,603968,醋化股份,2025/3/14,股权激励限售股份,1934000,1934000,19378680,0.009458138,10.02,,
