序号,股票代码,股票简称,解禁时间,限售股类型,解禁数量,实际解禁数量,实际解禁市值,占解禁前流通市值比例,解禁前一交易日收盘价,解禁前20日涨跌幅,解禁后20日涨跌幅
1515,301278,快可电子,2025/10/13,股权激励限售股份,36000,36000,1278000,0.001064763,35.5,,
1523,605018,长华集团,2025/10/13,股权激励限售股份,1207600,1207600,14708568,0.002569002,12.18,,
1524,002653,海思科,2025/10/13,股权激励限售股份,1740000,1740000,57037200,0.003247316,32.78,,
1526,603166,福达股份,2025/10/13,股权激励限售股份,2160000,2160000,22075200,0.003380236,10.22,,
1520,301005,超捷股份,2025/10/13,股权激励限售股份,563986,563986,17776838.72,0.004260621,31.52,,
1525,300406,九强生物,2025/10/13,股权激励限售股份,1849805,1849805,31187712.299999997,0.004358468,16.86,,
1528,603718,海利生物,2025/10/13,股权激励限售股份,3225000,3225000,23252250,0.004969339,7.21,,
1521,300868,杰美特,2025/10/13,股权激励限售股份,647920,647920,22981722.4,0.008079931,35.47,,
1532,601369,陕鼓动力,2025/10/13,股权激励限售股份,16700800,16700800,136445536,0.009874142,8.17,,
1529,603326,我乐家居,2025/10/13,股权激励限售股份,3696000,3696000,24541439.999999996,0.011579784,6.64,,
1530,000153,丰原药业,2025/10/13,股权激励限售股份,8309700,8309700,51104655,0.018345988,6.15,,
1531,002552,宝鼎科技,2025/10/13,定向增发机构配售股份,16115250,16115250,246885629.99999997,0.050323389,15.32,,
1527,001279,强邦新材,2025/10/13,首发战略配售股份,2376033,2376033,94874997.69,0.064558153,39.93,,
1533,688302,海创药业,2025/10/13,首发原股东限售股份,17500478,17500478,598866357.2,0.240640883,34.22,,
1545,001872,招商港口,2025/10/13,定向增发机构配售股份,576709537,576709537,11188165017.800001,0.330621426,19.4,,
1541,301316,慧博云通,2025/10/13,首发原股东限售股份,157183497,157183497,4111920282,0.647307831,26.16,,
1535,837046,亿能电力,2025/10/13,公开发行原股东限售股份,47324263,47324263,793154647.9,0.92001215,16.76,,
1534,301135,瑞德智能,2025/10/13,追加承诺限售股份上市流通,46363000,46363000,1187820060,0.937446291,25.62,,
1537,603163,圣晖集成,2025/10/13,首发原股东限售股份,64997250,64997250,1902469508,1.856918385,29.27,,
1540,301151,冠龙节能,2025/10/13,追加承诺限售股份上市流通,113106861.00000001,113106861.00000001,1778039855,2.029297857,15.72,,
1542,688153,唯捷创芯,2025/10/13,追加承诺限售股份上市流通,239402969,239402969,9983103807,2.104417613,41.7,,
1536,301279,金道科技,2025/10/13,首发原股东限售股份,63750000,63750000,1419075000,2.217391304,22.26,,
1538,603052,可川科技,2025/10/13,首发原股东限售股份,93884000,93884000,3731889000,2.291866029,39.75,,
1539,920019,铜冠矿建,2025/10/13,"公开发行原股东限售股份,公开发行战略配售股份",111670766,111670766,2276966918.7400002,2.592972436,20.39,,
1543,301363,美好医疗,2025/10/13,首发原股东限售股份,294500000,294500000,8917460000,2.625734336,30.28,,
1544,301109,军信股份,2025/10/13,追加承诺限售股份上市流通,307500000,307500000,5233650000,3.117054331,17.02,,
1517,000758,中色股份,2025/10/13,股权激励限售股份,74316,74316,367864.2,3.7736991e-05,4.95,,
1516,000962,东方钽业,2025/10/13,股权激励限售股份,39600,39600,601920,7.9894749e-05,15.2,,
1547,600131,国网信通,2025/10/14,股权激励限售股份,1768625,1768625,36309871.25,0.001478901,20.53,,
1548,603225,新凤鸣,2025/10/14,股权激励限售股份,3897900,3897900,48957623.99999999,0.002578366,12.56,,
1546,001309,德明利,2025/10/14,股权激励限售股份,445880,445880,59645367.6,0.005087855,133.77,,
1549,002938,鹏鼎控股,2025/10/15,股权激励限售股份,2840970,2840970,121366238.4,0.001232261,42.72,,
1550,688125,安达智能,2025/10/15,追加承诺限售股份上市流通,58980000,58980000,2752006800,2.702024182,46.66,,
1552,603297,永新光学,2025/10/16,股权激励限售股份,30900,30900,3297648,0.000279059,106.72,,
1556,300433,蓝思科技,2025/10/16,股权激励限售股份,4702991,4702991,136198619.35999998,0.000947206,28.96,,
1555,002540,亚太科技,2025/10/16,股权激励限售股份,3570000,3570000,21348600,0.004109152,5.98,,
1554,603587,地素时尚,2025/10/16,股权激励限售股份,2670495,2670495,31939120.200000003,0.005632853,11.96,,
1558,002471,中超控股,2025/10/16,股权激励限售股份,33296000,33296000,87568480,0.02551424,2.63,,
1553,831641,格利尔,2025/10/16,股权激励限售股份,1344000,1344000,20832000,0.030095833,15.5,,
1559,002716,湖南白银,2025/10/16,定向增发机构配售股份,131760917.00000001,131760917.00000001,474339301.2,0.059607403,3.6,,
1557,301517,陕西华达,2025/10/16,追加承诺限售股份上市流通,27635500,27635500,1423504604.9999998,0.650603743,51.51,,
1560,301522,上大股份,2025/10/16,"首发原股东限售股份,首发战略配售股份",206043332.99999997,206043332.99999997,7423741287.990001,2.916374071,36.03,,
1561,300999,金龙鱼,2025/10/16,追加承诺限售股份上市流通,4878944439,4878944439,156906853158.24,8.99100809,32.16,,
1551,002959,小熊电器,2025/10/16,股权激励限售股份,10000,10000,436400,6.4775112e-05,43.64,,
1562,605268,王力安防,2025/10/17,股权激励限售股份,115000,115000,944150.0000000001,0.000263761,8.21,,
1564,600186,莲花控股,2025/10/17,股权激励限售股份,870350,870350,6257816.5,0.000487124,7.19,,
1563,605299,舒华体育,2025/10/17,股权激励限售股份,615000,615000,5627250,0.001496607,9.15,,
1565,003043,华亚智能,2025/10/17,定向增发机构配售股份,6517704,6517704,284562956.6,0.133816963,43.66,,
1566,301556,托普云农,2025/10/17,"首发原股东限售股份,首发战略配售股份",10125517,10125517,1161396800,0.551869004,114.7,,
1568,603949,雪龙集团,2025/10/20,股权激励限售股份,32033.999999999996,32033.999999999996,427653.89999999997,0.000152394,13.35,,
1570,605299,舒华体育,2025/10/20,股权激励限售股份,85000,85000,777750,0.000206848,9.15,,
1569,002959,小熊电器,2025/10/20,股权激励限售股份,36000,36000,1571040.0000000002,0.00023319,43.64,,
1580,600655,豫园股份,2025/10/20,股权激励限售股份,1894500,1894500,10666035,0.000487037,5.63,,
1573,603901,永创智能,2025/10/20,股权激励限售股份,561250,561250,5573212.5,0.001159989,9.93,,
1572,002986,宇新股份,2025/10/20,股权激励限售股份,421400,421400,4770248,0.00139422,11.32,,
1577,603197,保隆科技,2025/10/20,股权激励限售股份,859750,859750,44449075,0.004070191,51.7,,
1576,003020,立方制药,2025/10/20,股权激励限售股份,797518,797518,14275572.2,0.005777571,17.9,,
1575,832566,梓橦宫,2025/10/20,股权激励限售股份,720000,720000,7581600,0.006438358,10.53,,
1574,301500,飞南资源,2025/10/20,股权激励限售股份,627233,627233,12256132.82,0.006487261,19.54,,
1581,002810,山东赫达,2025/10/20,股权激励限售股份,2572000,2572000,32484360,0.008037443,12.63,,
1578,300540,蜀道装备,2025/10/20,股权激励限售股份,1227600,1227600,30456756,0.008458569,24.81,,
1571,301023,江南奕帆,2025/10/20,股权激励限售股份,290000,290000,19618500,0.009722444,67.65,,
1582,002073,软控股份,2025/10/20,股权激励限售股份,18750000,18750000,174375000,0.018930407,9.3,,
1579,688061,灿瑞科技,2025/10/20,首发原股东限售股份,1723338,1723338,56594419.92,0.039802004,32.84,,
1584,002552,宝鼎科技,2025/10/20,定向增发机构配售股份,26690391,26690391,408896790.1,0.083346578,15.32,,
1585,688031,星环科技,2025/10/20,首发原股东限售股份,27163372,27163372,1921265302,0.289963174,70.73,,
1586,688326,经纬恒润,2025/10/20,首发原股东限售股份,29471499,29471499,3188816191.7999997,0.370294408,108.2,,
1588,301248,杰创智能,2025/10/20,追加承诺限售股份上市流通,43026000,43026000,988737480.0000001,0.42177856,22.98,,
1592,688209,英集芯,2025/10/20,追加承诺限售股份上市流通,130362032,130362032,2591597196,0.436173762,19.88,,
1583,301299,卓创资讯,2025/10/20,首发原股东限售股份,21058941,21058941,1684294101,0.597913959,79.98,,
1587,688279,峰岹科技,2025/10/20,追加承诺限售股份上市流通,36505147,36505147,10868312365,0.653532076,297.72,,
1591,301150,中一科技,2025/10/20,追加承诺限售股份上市流通,88670400.00000001,88670400.00000001,1955182320,0.959098666,22.05,,
1589,688244,永信至诚,2025/10/20,首发原股东限售股份,52749213,52749213,2677550051.8799996,1.065964074,50.76,,
1590,603151,邦基科技,2025/10/20,首发原股东限售股份,87168000,87168000,974538239.9999999,1.078384798,11.18,,
1593,001300,三柏硕,2025/10/20,首发原股东限售股份,177556827,177556827,2199929086.5299997,2.681354199,12.39,,
1567,605099,共创草坪,2025/10/20,股权激励限售股份,31800,31800,659850,7.9482117e-05,20.75,,
1594,688114,华大智造,2025/10/21,股权激励期权行权,1224730,1224730,89282817,0.005751729,72.9,,
1595,688325,赛微微电,2025/10/21,追加承诺限售股份上市流通,26157084,26157084,1366969210,0.68287918,52.26,,
1596,301148,嘉戎技术,2025/10/21,追加承诺限售股份上市流通,76832000,76832000,1431380160,1.996202559,18.63,,
1597,603162,海通发展,2025/10/22,股权激励限售股份,579000,579000,5118360,0.002120293,8.84,,
1599,300657,弘信电子,2025/10/22,股权激励限售股份,2676486,2676486,108210328.97999999,0.005861634,40.43,,
1598,688251,井松智能,2025/10/22,股权激励限售股份,602737,602737,12066794.74,0.011659923,20.02,,
1600,000919,金陵药业,2025/10/22,定向增发机构配售股份,31446541.000000004,31446541.000000004,207861636,0.053266769,6.61,,
1601,301288,清研环境,2025/10/22,追加承诺限售股份上市流通,60917076,60917076,827253892.0799999,1.293550513,13.58,,
1602,301187,欧圣电气,2025/10/22,追加承诺限售股份上市流通,129757304,129757304,5168233418,2.710379377,39.83,,
1603,603055,台华新材,2025/10/23,股权激励限售股份,168299.99999999997,168299.99999999997,1741904.9999999998,0.000190072,10.35,,
1604,600228,返利科技,2025/10/23,股权激励限售股份,292560,292560,1500832.8,0.000702139,5.13,,
1605,430017,星昊医药,2025/10/23,股权激励限售股份,367200,367200,5537376,0.003033101,15.08,,
1606,002796,世嘉科技,2025/10/23,股权激励限售股份,2115720,2115720,27038901.599999998,0.009339011,12.78,,
1607,600186,莲花控股,2025/10/24,股权激励限售股份,1875000,1875000,13481250,0.001049415,7.19,,
1611,600792,云煤能源,2025/10/24,定向增发机构配售股份,50055487,50055487,161679223,0.047228034,3.23,,
1608,301592,六九一二,2025/10/24,首发原股东限售股份,5858424,5858424,826740794.9,0.334767086,141.12,,
1609,301626,苏州天脉,2025/10/24,"首发原股东限售股份,首发战略配售股份",26590998,26590998,2751370563,1.209104639,103.47,,
1610,301380,挖金客,2025/10/24,首发原股东限售股份,39396507,39396507,2150261352,1.306384639,54.58,,
1613,603939,益丰药房,2025/10/27,股权激励限售股份,234010,234010,5803448,0.000193047,24.8,,
1614,300739,明阳电路,2025/10/27,股权激励限售股份,1217700,1217700,18618633,0.003580531,15.29,,
1617,002524,光正眼科,2025/10/27,股权激励限售股份,2224500,2224500,10165965,0.004376358,4.57,,
1618,002803,吉宏股份,2025/10/27,股权激励限售股份,2226000,2226000,30941400,0.00771473,13.9,,
1615,301098,金埔园林,2025/10/27,股权激励限售股份,1400000,1400000,11424000,0.009353023,8.16,,
1616,833509,同惠电子,2025/10/27,股权激励限售股份,1527000,1527000,29089350,0.01852068,19.05,,
1619,002783,凯龙股份,2025/10/27,定向增发机构配售股份,15325670,15325670,118620685.8,0.034844775,7.74,,
1621,688372,伟测科技,2025/10/27,首发原股东限售股份,35142689,35142689,3004699910,0.446584782,85.5,,
1625,601187,厦门银行,2025/10/27,首发原股东限售股份,1348050657,1348050657,7373837094,1.049846059,5.47,,
1622,301273,瑞晨环保,2025/10/27,首发原股东限售股份,37012500,37012500,790957125,1.06885299,21.37,,
1620,301613,新铝时代,2025/10/27,首发原股东限售股份,31960565,31960565,1973884494.3999999,1.405685987,61.76,,
1623,688291,金橙子,2025/10/27,首发原股东限售股份,69000000,69000000,1660140000,2.049502921,24.06,,
1624,001322,箭牌家居,2025/10/27,首发原股东限售股份,800000000,800000000,6752000000,4.830544499,8.44,,
1612,603168,莎普爱思,2025/10/27,股权激励限售股份,30000,30000,208200,9.2996583e-05,6.94,,
1627,300351,永贵电器,2025/10/28,股权激励限售股份,451350,451350,8476353,0.001723483,18.78,,
1626,301257,普蕊斯,2025/10/28,股权激励限售股份,378690,378690,12489196.2,0.007970334,32.98,,
1628,873169,七丰精工,2025/10/28,股权激励限售股份,945300,945300,14368560,0.018594819,15.2,,
1631,000410,沈阳机床,2025/10/28,定向增发机构配售股份,380710659,380710659,2642131973,0.226490004,6.94,,
1629,688320,禾川科技,2025/10/28,追加承诺限售股份上市流通,40137281,40137281,2151358262,0.380157346,53.6,,
1630,688152,麒麟信安,2025/10/28,首发原股东限售股份,47680000,47680000,3584582400,1.535160636,75.18,,
1632,603258,电魂网络,2025/10/29,股权激励限售股份,152400,152400,3936492,0.000633305,25.83,,
1633,605319,无锡振华,2025/10/29,股权激励限售股份,385000,385000,10699150,0.001801746,27.79,,
1634,920088,科力股份,2025/10/29,公开发行原股东限售股份,9371816,9371816,222955502.64000002,0.469765213,23.79,,
1635,688726,拉普拉斯,2025/10/29,"首发原股东限售股份,首发战略配售股份",150148611,150148611,7384308689,4.451299575,49.18,,
1637,603789,星光农机,2025/10/30,股权激励限售股份,90000,90000,708300,0.000346154,7.87,,
1638,603162,海通发展,2025/10/30,股权激励限售股份,226439.99999999997,226439.99999999997,2001729.5999999999,0.000829221,8.84,,
1641,002116,中国海诚,2025/10/30,股权激励限售股份,389499,389499,3883305.0300000003,0.00085145,9.97,,
1636,834058,华洋赛车,2025/10/30,股权激励限售股份,36465,36465,1100878.35,0.001323213,30.19,,
1642,603617,君禾股份,2025/10/30,股权激励限售股份,745000,745000,6019600,0.001960107,8.08,,
1640,300537,广信材料,2025/10/30,股权激励限售股份,346049.99999999994,346049.99999999994,6308491.5,0.002404377,18.23,,
1639,838924,广脉科技,2025/10/30,股权激励限售股份,275000,275000,11984500,0.004399097,43.58,,
1643,001367,海森药业,2025/10/30,股权激励限售股份,805200,805200,21724296,0.030786088,26.98,,
1645,002902,铭普光磁,2025/10/31,股权激励限售股份,468000,468000,10450440.000000002,0.002635525,22.33,,
1644,430564,天润科技,2025/10/31,股权激励限售股份,138000,138000,3400320,0.00408496,24.64,,
1647,301389,隆扬电子,2025/10/31,首发原股东限售股份,2492000,2492000,66038000,0.030361716,26.5,,
1651,300623,捷捷微电,2025/10/31,定向增发机构配售股份,41352532,41352532,1548238798,0.058080397,37.44,,
1649,001298,好上好,2025/10/31,首发原股东限售股份,15138000,15138000,405395640,0.142453655,26.78,,
1646,920066,科拜尔,2025/10/31,公开发行战略配售股份,2013625,2013625,74765896.25,0.167361254,37.13,,
1648,301628,强达电路,2025/10/31,首发原股东限售股份,13779800,13779800,1279454430,0.731256633,92.85,,
1650,831689,克莱特,2025/10/31,追加承诺限售股份上市流通,33280139,33280139,883587690.4499999,0.894372136,26.55,,
1652,001299,美能能源,2025/10/31,首发原股东限售股份,135451758,135451758,1705337633,2.642165183,12.59,,
1653,603551,奥普科技,2025/11/3,股权激励限售股份,60000,60000,649800,0.000154337,10.83,,
1654,300168,万达信息,2025/11/3,股权激励限售股份,1270058,1270058,12078251.580000002,0.000882486,9.51,,
1656,002575,群兴玩具,2025/11/3,股权激励限售股份,7197000,7197000,58943430,0.01244513,8.19,,
1655,688726,拉普拉斯,2025/11/3,首发原股东限售股份,3649371,3649371,179476065.8,0.108189103,49.18,,
1660,000409,云鼎科技,2025/11/3,定向增发机构配售股份,153279347,153279347,1578777274,0.36206872,10.3,,
1657,301367,怡和嘉业,2025/11/3,首发原股东限售股份,32810725.000000004,32810725.000000004,2122853908,0.580466152,64.7,,
1658,301230,泓博医药,2025/11/3,首发原股东限售股份,62726300,62726300,2527869890,0.816107873,40.3,,
1659,301129,瑞纳智能,2025/11/3,追加承诺限售股份上市流通,88992000,88992000,2200772160,2.478526787,24.73,,
1662,600415,小商品城,2025/11/4,股权激励限售股份,724200,724200,9530472,0.000132084,13.16,,
1661,002864,盘龙药业,2025/11/4,股权激励限售股份,281600,281600,7693312,0.003806199,27.32,,
1663,002643,万润股份,2025/11/4,股权激励限售股份,7009779.999999999,7009779.999999999,80472274.39999999,0.007708768,11.48,,
1664,000903,云内动力,2025/11/4,股权激励限售股份,15161763,15161763,55188817.32,0.007895676,3.64,,
1666,002340,格林美,2025/11/5,股权激励限售股份,3221750,3221750,21553507.5,0.000633581,6.69,,
1665,688717,艾罗能源,2025/11/5,追加承诺限售股份上市流通,250500,250500,11988930,0.003704765,47.86,,
1667,002150,通润装备,2025/11/6,股权激励限售股份,1620000,1620000,21691800,0.004518242,13.39,,
1668,601990,南京证券,2025/11/6,定向增发机构配售股份,26572187,26572187,230115139.42000002,0.007260579,8.66,,
1669,002209,达意隆,2025/11/7,股权激励限售股份,84000,84000,902159.9999999999,0.000540816,10.74,,
1670,300348,长亮科技,2025/11/7,股权激励限售股份,677050,677050,11503079.499999998,0.000956285,16.99,,
1673,605116,奥锐特,2025/11/7,股权激励限售股份,1878000,1878000,38405100,0.004724398,20.45,,
1671,836871,派特尔,2025/11/7,股权激励限售股份,1408800,1408800,21132000,0.035070366,15,,
1672,603205,健尔康,2025/11/7,首发原股东限售股份,1800000,1800000,66636000,0.06122681,37.02,,
1676,000017,深中华A,2025/11/7,定向增发机构配售股份,137836986,137836986,796697779.1,0.454930118,5.78,,
1674,301633,港迪技术,2025/11/7,首发原股东限售股份,11760000,11760000,1027588800,0.844827586,87.38,,
1675,688419,耐科装备,2025/11/7,首发原股东限售股份,20526103,20526103,758028983.7900001,0.926347904,36.93,,
1677,301267,华厦眼科,2025/11/7,首发原股东限售股份,511170000,511170000,9814464000,1.554516768,19.2,,
1682,000969,安泰科技,2025/11/10,股权激励限售股份,488400.00000000006,488400.00000000006,6036624.000000001,0.000476023,12.36,,
1679,603012,创力集团,2025/11/10,股权激励限售股份,324000,324000,1807920,0.00050116,5.58,,
1684,002032,苏泊尔,2025/11/10,股权激励限售股份,614000,614000,32136760,0.000767088,52.34,,
1680,300791,仙乐健康,2025/11/10,股权激励限售股份,415349.99999999994,415349.99999999994,10686955.5,0.002136834,25.73,,
1678,836942,恒立钻具,2025/11/10,股权激励限售股份,162500,162500,2632500,0.003939154,16.2,,
1683,834475,三友科技,2025/11/10,股权激励限售股份,489240,489240,10836666,0.011634759,22.15,,
1685,600498,烽火通信,2025/11/10,股权激励限售股份,18567060,18567060,532131939.59999996,0.015915808,28.66,,
1681,603261,立航科技,2025/11/10,股权激励限售股份,440700,440700,10938174,0.01675839,24.82,,
1686,603168,莎普爱思,2025/11/10,定向增发机构配售股份,49921506,49921506,346455251.6,0.154750982,6.94,,
1688,688432,有研硅,2025/11/10,首发原股东限售股份,740055399.9999999,740055399.9999999,8577242086,1.458048606,11.59,,
1687,301359,东南电子,2025/11/10,首发原股东限售股份,57995923,57995923,1451057993,2.212313527,25.02,,
1689,002690,美亚光电,2025/11/11,股权激励限售股份,335800,335800,5359367.999999999,0.000773798,15.96,,
1690,601117,中国化学,2025/11/11,股权激励限售股份,19572300,19572300,140333391,0.003224654,7.17,,
1691,920111,聚星科技,2025/11/11,"公开发行原股东限售股份,公开发行战略配售股份",118266000,118266000,3271237560,3.206039823,27.66,,
1693,605009,豪悦护理,2025/11/12,股权激励限售股份,320000,320000,12108800.000000002,0.00206585,37.84,,
1692,301272,英华特,2025/11/12,股权激励限售股份,116760,116760,4134471.6,0.003726958,35.41,,
1695,002646,天佑德酒,2025/11/13,股权激励限售股份,2832000,2832000,27385440,0.005945363,9.67,,
1696,603112,华翔股份,2025/11/13,股权激励限售股份,2919240,2919240,37074348,0.006690997,12.7,,
1698,601126,四方股份,2025/11/13,股权激励限售股份,5681700,5681700,101191077,0.006938602,17.81,,
1694,603201,常润股份,2025/11/13,股权激励限售股份,504000,504000,9873360,0.007782662,19.59,,
1697,688648,中邮科技,2025/11/13,首发战略配售股份,3400000,3400000,85034000,0.051414718,25.01,,
1699,000582,北部湾港,2025/11/13,定向增发机构配售股份,156039325,156039325,1265478926,0.088595308,8.11,,
1703,605589,圣泉集团,2025/11/14,股权激励限售股份,2430000,2430000,74090700,0.003121144,30.49,,
1700,837242,建邦科技,2025/11/14,股权激励限售股份,120000,120000,3884400,0.003276967,32.37,,
1702,600860,京城股份,2025/11/14,股权激励限售股份,1836000,1836000,21444480,0.004218445,11.68,,
1704,601678,滨化股份,2025/11/14,股权激励限售股份,14100000,14100000,54144000,0.006946373,3.84,,
1701,001389,广合科技,2025/11/14,股权激励限售股份,970000,970000,59005100,0.02547938,60.83,,
1705,300765,新诺威,2025/11/14,定向增发机构配售股份,157520510,157520510,4675208737,0.126312238,29.68,,
1706,002935,天奥电子,2025/11/17,股权激励限售股份,126522,126522,2021821.5599999998,0.000304806,15.98,,
1707,000411,英特集团,2025/11/17,股权激励限售股份,241200,241200,2588076,0.000747332,10.73,,
1715,000963,华东医药,2025/11/17,股权激励限售股份,1418320,1418320,49995780.00000001,0.000809469,35.25,,
1716,300144,宋城演艺,2025/11/17,股权激励限售股份,2132000,2132000,18868200,0.000905032,8.85,,
1712,605196,华通线缆,2025/11/17,股权激励限售股份,532000,532000,6314840,0.001041339,11.87,,
1709,300051,琏升科技,2025/11/17,股权激励限售股份,420000,420000,2956800,0.001148585,7.04,,
1721,002219,新里程,2025/11/17,股权激励限售股份,8460000,8460000,24618600,0.00258554,2.91,,
1710,300340,科恒股份,2025/11/17,股权激励限售股份,466060,466060,5303762.8,0.002592569,11.38,,
1714,002582,好想你,2025/11/17,股权激励限售股份,940000,940000,8817200,0.002731608,9.38,,
1720,300009,安科生物,2025/11/17,股权激励限售股份,4519200,4519200,40175688,0.003699107,8.89,,
1718,603337,杰克股份,2025/11/17,股权激励限售股份,2455800,2455800,81606234,0.005155704,33.23,,
1708,837242,建邦科技,2025/11/17,股权激励限售股份,288000,288000,9322560,0.007864721,32.37,,
1726,600050,中国联通,2025/11/17,股权激励限售股份,251502000,251502000,1715243640,0.008040309,6.82,,
1719,688653,康希通信,2025/11/17,首发战略配售股份,3184000,3184000,46454560,0.010253953,14.59,,
1713,838163,方大新材,2025/11/17,股权激励限售股份,710400.0000000001,710400.0000000001,10180032,0.011574286,14.33,,
1711,833230,欧康医药,2025/11/17,股权激励限售股份,490770,490770,8274382.2,0.014467683,16.86,,
1717,301361,众智科技,2025/11/17,首发原股东限售股份,2252000,2252000,74743880,0.07743089,33.19,,
1724,600526,菲达环保,2025/11/17,追加承诺限售股份上市流通,152317067,152317067,731121921.6,0.214040875,4.8,,
1723,688362,甬矽电子,2025/11/17,首发原股东限售股份,129835000,129835000,4509169550,0.466064368,34.73,,
1727,001338,永顺泰,2025/11/17,首发原股东限售股份,265776353.00000003,265776353.00000003,2873042376,1.126388242,10.81,,
1728,600361,创新新材,2025/11/17,定向增发机构配售股份,2440429090,2440429090,9395651997,1.463958694,3.85,,
1722,873132,泰鹏智能,2025/11/17,追加承诺限售股份上市流通,47358310,47358310,724108559.9,1.766398976,15.29,,
1725,301277,新天地,2025/11/17,首发原股东限售股份,207900000,207900000,3020787000,2.881257276,14.53,,
1730,600186,莲花控股,2025/11/18,股权激励限售股份,528400,528400,3799196,0.000295739,7.19,,
1731,000516,国际医学,2025/11/18,股权激励限售股份,2079274,2079274,13432110.04,0.000934856,6.46,,
1729,300976,达瑞电子,2025/11/18,股权激励限售股份,139500,139500,9876600,0.002279648,70.8,,
1732,688079,美迪凯,2025/11/18,股权激励限售股份,3527480,3527480,37744036,0.008864819,10.7,,
1735,000525,ST红太阳,2025/11/18,其他类型,121666666,121666666,681333329.6,0.122885504,5.6,,
1733,688376,美埃科技,2025/11/18,首发原股东限售股份,83414411,83414411,3207284102.9500003,1.63603898,38.45,,
1734,603130,云中马,2025/11/18,首发原股东限售股份,86450750,86450750,2645392950,1.693006446,30.6,,
1736,300348,长亮科技,2025/11/19,股权激励限售股份,1627675.0000000002,1627675.0000000002,27654198.25,0.002298976,16.99,,
1737,920060,万源通,2025/11/19,公开发行原股东限售股份,81943389,81943389,3006502942.4100003,2.763680021,36.69,,
1738,000811,冰轮环境,2025/11/20,股权激励限售股份,220000,220000,3335200,0.000294974,15.16,,
1740,603699,纽威股份,2025/11/20,股权激励限售股份,3397976,3397976,91371574.64,0.00450248,26.89,,
1739,871396,常辅股份,2025/11/20,股权激励限售股份,355200.00000000006,355200.00000000006,6876672,0.008456374,19.36,,
1741,688750,金天钛业,2025/11/20,首发原股东限售股份,149668326,149668326,3113101180.7999997,1.933192127,20.8,,
1742,301165,锐捷网络,2025/11/20,首发原股东限售股份,500000000,500000000,42415000000,7.333333353,84.83,,
1744,300009,安科生物,2025/11/21,股权激励限售股份,200000,200000,1778000,0.000163706,8.89,,
1747,600713,南京医药,2025/11/21,股权激励限售股份,493020,493020,2396077.2,0.000378399,4.86,,
1743,002213,大为股份,2025/11/21,股权激励限售股份,83900,83900,1646956.9999999998,0.000407292,19.63,,
1745,002885,京泉华,2025/11/21,股权激励限售股份,230060,230060,3193232.8000000003,0.000989561,13.88,,
1746,000952,广济药业,2025/11/21,股权激励限售股份,456900,456900,2599760.9999999995,0.001328245,5.69,,
1748,603617,君禾股份,2025/11/21,股权激励限售股份,2490000,2490000,20119200,0.006551229,8.08,,
1749,002166,莱茵生物,2025/11/21,股权激励限售股份,3354000,3354000,25993500,0.007493861,7.75,,
1750,301365,矩阵股份,2025/11/21,首发原股东限售股份,55032352,55032352,890973778.9,1.18732151,16.19,,
1751,603309,维力医疗,2025/11/24,股权激励限售股份,33000,33000,392700.00000000006,0.000113063,11.9,,
1754,002007,华兰生物,2025/11/24,股权激励限售股份,1324259.9999999998,1324259.9999999998,21691378.8,0.000841269,16.38,,
1757,002279,久其软件,2025/11/24,股权激励限售股份,2440330,2440330,18522104.7,0.003090092,7.59,,
1755,300685,艾德生物,2025/11/24,股权激励限售股份,1536325,1536325,40174898.75,0.003890321,26.15,,
1756,605056,咸亨国际,2025/11/24,股权激励限售股份,1886759.9999999998,1886759.9999999998,27112741.2,0.004639499,14.37,,
1753,603192,汇得科技,2025/11/24,股权激励限售股份,746100,746100,12183813,0.005380529,16.33,,
1752,837212,智新电子,2025/11/24,股权激励限售股份,337749,337749,6150409.29,0.006579681,18.21,,
1758,300084,海默科技,2025/11/24,股权激励限售股份,2709000,2709000,15224580,0.007841306,5.62,,
1761,600366,宁波韵升,2025/11/24,定向增发机构配售股份,35999015,35999015,331550928.15000004,0.03386415,9.21,,
1762,600029,南方航空,2025/11/24,定向增发机构配售股份,803571428,803571428,4532142854,0.063406431,5.64,,
1760,300873,海晨股份,2025/11/24,定向增发机构配售股份,17268445,17268445,331899512.9,0.102035436,19.22,,
1759,301631,壹连科技,2025/11/24,"首发原股东限售股份,首发战略配售股份",10444534.000000002,10444534.000000002,1334498109,0.801680372,127.77,,
1764,002327,富安娜,2025/11/25,股权激励限售股份,699000,699000,5780730,0.001432981,8.27,,
1763,871396,常辅股份,2025/11/25,股权激励限售股份,108000,108000,2090880,0.002571195,19.36,,
1766,688480,赛恩斯,2025/11/25,首发原股东限售股份,31480000,31480000,919216000,0.493060047,29.2,,
1765,301191,菲菱科思,2025/11/25,追加承诺限售股份上市流通,22242090,22242090,2319849987,0.849000741,104.3,,
1768,300159,新研股份,2025/11/26,股权激励限售股份,600000,600000,1446000,0.000407653,2.41,,
1767,300612,宣亚国际,2025/11/26,股权激励限售股份,175000,175000,3074750,0.000972874,17.57,,
1769,839273,一致魔芋,2025/11/26,股权激励限售股份,816050,816050,20376768.5,0.016844041,24.97,,
1770,603395,红四方,2025/11/26,首发战略配售股份,8771929,8771929,418245574.7,0.217398354,47.68,,
1771,688045,必易微,2025/11/26,追加承诺限售股份上市流通,32142750,32142750,1154246153,0.87093116,35.91,,
