序号,代码,名称,最近上榜日,收盘价,涨跌幅,上榜次数,龙虎榜净买额,龙虎榜买入额,龙虎榜卖出额,龙虎榜总成交额,买方机构次数,卖方机构次数,机构买入净额,机构买入总额,机构卖出总额,近1个月涨跌幅,近3个月涨跌幅,近6个月涨跌幅,近1年涨跌幅
138,605069,正和生态,2025-02-06,8.29,-2.6995,3,-3629965.81,67951990.18,71581955.99,139533946.17,0,1,-7989499.4,0.0,7989499.4,17.42209632,-1.07398568,42.43986254,32.42811502
139,002917,金奥博,2025-02-05,14.9,-10.0242,3,-224815349.83,279873702.7,504689052.53,784562755.23,0,0,0.0,0.0,0.0,55.53235908,63.19824754,77.59237187,112.28527196
140,300229,拓尔思,2025-02-05,26.53,19.991,3,62074210.38,1014605163.94,952530953.56,1967136117.5,7,7,81617367.2,418095155.4,336477788.2,44.02823018,62.66094421,110.72279587,130.20179519
141,300996,普联软件,2025-02-05,27.17,-0.8756,3,-19437126.38,410874272.09,430311398.47,841185670.56,5,5,10544386.4,92949972.64,82405586.24,64.76652517,42.02822791,74.3902439,104.2653586
142,301248,杰创智能,2025-02-05,19.0,-4.8096,3,98435385.46,360873944.24,262438558.78,623312503.02,1,1,4362491.0,7485220.0,3122729.0,34.65627215,25.0,27.60241773,65.22337708
143,688228,开普云,2025-02-05,59.08,20.0081,3,64225769.8,187571905.54,123346135.74,310918041.28,0,0,0.0,0.0,0.0,44.09756098,52.62206148,69.28366762,52.59640075
144,001306,夏厦精密,2025-02-24,87.7,2.5731,2,82995417.54,260421718.5,177426300.96,437848019.46,6,6,48889450.97,140044040.5,91154589.53,39.89472005,50.44462682,93.34847048,50.58410114
145,002335,科华数据,2025-02-24,52.14,10.0,2,387797398.86,1031522029.07,643724630.21,1675246659.28,1,2,-58559282.95,61878903.05,120438186.0,73.97397397,122.82051282,209.98810939,124.02205744
146,002343,慈文传媒,2025-02-24,8.61,0.5841,2,-17738228.12,175026616.59,192764844.71,367791461.3,3,5,-58997687.31,31525638.2,90523325.51,44.22110553,27.74480712,84.36830835,62.45283019
147,002987,京北方,2025-02-24,24.1,7.3019,2,247073147.65,583342424.4,336269276.75,919611701.15,4,2,241609946.09,288895299.0,47285352.91,74.38494935,66.43646409,121.10091743,118.21292926
148,300153,科泰电源,2025-02-24,32.99,14.1522,2,198552401.46,787143367.89,588590966.43,1375734334.32,7,8,-7125912.38999999,421036933.98,428162846.37,102.64127764,316.54040404,513.19702602,466.83848797
149,300918,南山智尚,2025-02-24,19.2,20.0,2,16183624.86,289440747.66,273257122.8,562697870.46,5,5,27201163.73,172632324.85,145431161.12,80.28169014,75.66331199,152.96442688,100.98977129
150,301336,趣睡科技,2025-02-24,88.01,15.8026,2,-69074847.61,243816031.55,312890879.16,556706910.71,5,5,-10412323.33,70166907.51,80579230.84,47.42043551,162.24672229,229.96524221,171.28890482
151,600602,云赛智联,2025-02-24,26.71,10.0082,2,469451446.97,1238232641.15,768781194.18,2007013835.33,2,0,223865530.53,223865530.53,0.0,98.88309754,78.42351369,181.15789474,122.4729957
152,603206,嘉环科技,2025-02-24,19.26,-4.4169,2,-15409498.85,140215981.08,155625479.93,295841461.01,0,0,0.0,0.0,0.0,28.4,18.88888889,64.33447099,28.72190158
153,002058,威尔泰,2025-02-21,12.56,-7.9853,2,-42469519.84,59529146.7,101998666.54,161527813.24,4,4,-30695480.0,15190747.0,45886227.0,19.0521327,-3.82848392,73.00275482,26.10441767
154,002290,禾盛新材,2025-02-21,24.11,0.2078,2,-16739353.51,225322804.91,242062158.42,467384963.33,5,7,-10453950.34,108545839.19,118999789.53,49.47303162,37.14448237,117.01170117,148.55670103
155,002369,卓翼科技,2025-02-21,10.35,9.9894,2,200837087.56,478796216.0,277959128.44,756755344.44,3,3,-13110268.45,77723822.0,90834090.45,57.29483283,58.4992343,145.26066351,194.03409091
156,002527,新时达,2025-02-21,16.36,10.0202,2,130422731.38,185187338.38,54764607.0,239951945.38,0,2,-10583042.0,0.0,10583042.0,72.21052632,94.29928741,154.03726708,116.4021164
157,002599,盛通股份,2025-02-21,12.21,10.0,2,131031424.7,414929913.38,283898488.68,698828402.06,6,6,174510150.98,249651730.98,75141580.0,61.0817942,64.11290323,133.90804598,150.07044662
158,300622,博士眼镜,2025-02-21,55.64,2.8276,2,248802890.24,734991203.99,486188313.75,1221179517.74,7,7,211719989.16,449313217.0,237593227.84,18.13163482,29.21364173,84.46389954,307.11137071
159,300660,江苏雷利,2025-02-21,74.8,20.0064,2,257262982.8,987466510.24,730203527.44,1717670037.68,4,4,-17218267.75,266505789.64,283724057.39,77.96811801,125.64102564,225.22601862,222.5292673
160,603728,鸣志电器,2025-02-21,90.74,10.0012,2,492124532.04,1387851766.23,895727234.19,2283579000.42,3,3,300232257.25,419028621.25,118796364.0,48.75409836,61.14366898,148.2626539,111.01268517
161,688661,和林微纳,2025-02-21,58.6,17.5998,2,-71077473.68,233698395.0,304775868.68,538474263.68,0,0,0.0,0.0,0.0,32.87981859,62.77777778,145.90851867,149.21644029
162,831152,昆工科技,2025-02-21,20.0,15.2738,2,41634451.34,84632357.64,42997906.3,127630263.94,0,0,0.0,0.0,0.0,70.5029838,8.34236186,150.0,72.28403432
163,003013,地铁设计,2025-02-20,15.8,-6.8396,2,-2281781.91,128483109.48,130764891.39,259248000.87,3,4,-4062158.0,13916840.0,17978998.0,5.1930759,2.79765777,15.83577713,6.38577861
164,200706,瓦轴B,2025-02-20,2.86,10.0,2,177754.15,588312.72,410558.57,998871.29,0,0,0.0,0.0,0.0,24.89082969,-3.7037037,55.43478261,44.44444444
165,300100,双林股份,2025-02-20,48.53,13.282,2,337452541.63,1147513423.49,810060881.86,1957574305.35,6,7,168461402.03,447741354.03,279279952.0,36.5887982,131.64677804,275.61919505,625.86943559
166,301251,威尔高,2025-02-20,44.11,11.9259,2,-27399448.69,265120364.94,292519813.63,557640178.57,6,4,27708204.12,82464999.0,54756794.88,28.60058309,29.84986753,54.39271964,63.37861848
167,600376,首开股份,2025-02-20,2.87,9.9617,2,-10361097.47,76622727.53,86983825.0,163606552.53,0,0,0.0,0.0,0.0,17.14285714,-1.37457045,32.87037037,5.90405904
168,600608,ST沪科,2025-02-20,3.32,5.0633,2,1587714.17,13728020.75,12140306.58,25868327.33,0,0,0.0,0.0,0.0,3.10559006,-11.93633952,30.70866142,-3.48837209
169,603130,云中马,2025-02-20,32.67,10.0,2,34983337.83,110618737.81,75635399.98,186254137.79,0,0,0.0,0.0,0.0,59.28815212,56.31578947,79.91015341,99.01902656
170,688272,富吉瑞,2025-02-20,31.8,14.4708,2,24777142.8,165157691.68,140380548.88,305538240.56,0,0,0.0,0.0,0.0,90.30520646,77.95187465,128.77697842,142.56292906
171,688400,凌云光,2025-02-20,41.39,20.0058,2,273037691.12,541448491.29,268410800.17,809859291.46,3,0,160643990.84,160643990.84,0.0,92.15413185,77.41105872,186.83298683,109.85654304
172,002044,美年健康,2025-02-19,7.07,-0.2821,2,31698123.11,1116923745.94,1085225622.83,2202149368.77,5,6,75049261.82,297020215.91,221970954.09,61.41552511,47.59916493,96.38888889,31.36813209
173,002137,实益达,2025-02-19,10.27,6.4249,2,-60286779.83,237401380.0,297688159.83,535089539.83,6,6,-29980124.83,144366894.0,174347018.83,17.37142857,75.2559727,113.51351351,142.21698113
174,300007,汉威科技,2025-02-19,37.81,19.9937,2,278287349.17,791011554.68,512724205.51,1303735760.19,4,3,103748700.15,243393931.51,139645231.36,39.26335175,122.95012067,181.88332457,167.2381287
175,300065,海兰信,2025-02-19,13.56,20.0,2,64134172.2400001,540977744.57,476843572.33,1017821316.9,0,0,0.0,0.0,0.0,57.6744186,52.18855219,119.06300485,97.09302326
176,300946,恒而达,2025-02-19,37.28,12.8329,2,-14220397.86,143834136.72,158054534.58,301888671.3,5,4,11077632.8,31883949.8,20806317.0,41.4800759,37.05882353,57.29957806,79.3429981
177,301510,固高科技,2025-02-19,40.45,14.5892,2,-65845639.27,551201851.67,617047490.94,1168249342.61,3,3,-7025319.5,147097755.28,154123074.78,61.8,54.33040824,86.23388582,41.15860392
178,600165,*ST宁科,2025-02-19,4.1,5.1282,2,566120.199999999,41744778.5,41178658.3,82923436.8,0,0,0.0,0.0,0.0,53.55805243,96.1722488,111.34020619,144.04761905
179,601116,三江购物,2025-02-19,12.41,-7.5949,2,60598168.12,228051697.5,167453529.38,395505226.88,0,0,0.0,0.0,0.0,24.34869739,24.22422422,58.89884763,49.59163638
180,603209,兴通股份,2025-02-19,17.85,9.9815,2,-25496625.36,82644682.6,108141307.96,190785990.56,0,1,-19655049.0,0.0,19655049.0,17.82178218,9.77859779,25.08759636,43.38345934
181,603583,捷昌驱动,2025-02-19,40.45,10.0082,2,245715906.24,724665162.55,478949256.31,1203614418.86,0,0,0.0,0.0,0.0,47.73557341,92.25285171,146.04622871,148.71085281
182,603825,华扬联众,2025-02-19,15.32,-6.6991,2,-6374878.33,122003105.94,128377984.27,250381090.21,0,0,0.0,0.0,0.0,27.66666667,14.49925262,89.83890954,114.26573427
183,603917,合力科技,2025-02-19,14.96,10.0,2,23338898.12,207543422.45,184204524.33,391747946.78,2,0,45896521.8,45896521.8,0.0,31.22807018,18.44813935,30.99824869,41.62012463
184,688611,杭州柯林,2025-02-19,54.2,19.9911,2,-76550061.14,108895218.01,185445279.15,294340497.16,1,2,-99641546.73,9254186.19,108895732.92,67.3872761,68.42759478,115.93625498,278.83738925
185,002313,日海智能,2025-02-18,11.97,-10.0,2,173525516.0,250756316.0,77230800.0,327987116.0,2,2,421400.0,13444668.0,13023268.0,29.96742671,43.18181818,93.68932039,118.82998172
186,002656,*ST摩登,2025-02-18,2.44,4.2735,2,14835094.86,39474100.82,24639005.96,64113106.78,0,0,0.0,0.0,0.0,51.55279503,84.84848485,68.27586207,93.65079365
187,002681,奋达科技,2025-02-18,8.69,3.0842,2,255193760.63,992454966.07,737261205.44,1729716171.51,6,6,229127970.02,452673037.75,223545067.73,23.4375,60.03683241,143.41736695,112.46943765
188,301428,世纪恒通,2025-02-18,49.01,1.8919,2,9731585.15000001,229161529.39,219429944.24,448591473.63,4,2,73705952.0,93498324.0,19792372.0,39.39135381,38.78508214,77.60678564,107.37057893
189,001330,博纳影业,2025-02-17,5.33,-8.8889,2,-35715459.8,121340122.86,157055582.66,278395705.52,4,8,-58753605.04,22455221.0,81208826.04,-11.60862355,-15.79778831,23.09468822,-1.11317254
190,002837,英维克,2025-02-17,44.11,10.0,2,6095893.03999996,721811723.85,715715830.81,1437527554.66,8,6,175992824.93,293037228.74,117044403.81,14.39315353,33.02171291,106.12149533,164.51705983
191,300244,迪安诊断,2025-02-17,19.82,9.2613,2,167406587.53,875816059.18,708409471.65,1584225530.83,3,4,60733286.75,175424158.45,114690871.7,85.40692236,51.7611026,70.74163054,7.67799287
192,300816,艾可蓝,2025-02-17,38.21,0.5791,2,-69151984.31,131972568.6,201124552.91,333097121.51,2,2,-22739022.9,22336262.0,45075284.9,68.40017629,57.15543067,107.77925161,159.05675455
193,301230,泓博医药,2025-02-17,44.33,20.0054,2,-76947900.9,218532916.88,295480817.78,514013734.66,6,7,-71713142.54,97022504.54,168735647.08,83.10615448,60.38350217,96.3863993,132.43411312
194,301602,超研股份,2025-02-17,31.14,14.823,2,-39621972.77,313788667.78,353410640.55,667199308.33,8,8,-61554475.03,157305607.39,218860082.42,364.7761194,364.7761194,364.7761194,364.7761194
195,600539,狮头股份,2025-02-17,9.46,0.5313,2,-2761772.0,61701622.0,64463394.0,126165016.0,0,0,0.0,0.0,0.0,7.37797957,30.84370678,152.26666667,145.71428571
196,603103,横店影视,2025-02-17,15.12,-10.0,2,-5216560.7,97827719.03,103044279.73,200871998.76,0,0,0.0,0.0,0.0,15.68477429,9.96363636,23.67630608,6.06960973
197,688246,嘉和美康,2025-02-17,39.9,12.2679,2,-58632282.12,143897127.92,202529410.04,346426537.96,2,3,-67500875.37,44000005.09,111500880.46,81.1166591,33.04434812,112.57325519,76.94013304
198,688315,诺禾致源,2025-02-17,19.33,13.0409,2,-31764943.05,180777209.46,212542152.51,393319361.97,4,2,-15848250.86,77434853.01,93283103.87,66.20808255,48.12260536,83.57075024,19.4085621
199,688358,祥生医疗,2025-02-17,38.6,13.2297,2,-47169113.59,75206487.17,122375600.76,197582087.93,2,3,-30106480.44,17899794.75,48006275.19,62.66329541,47.32824427,56.84681024,43.32450399
200,688788,科思科技,2025-02-17,47.99,20.005,2,45066811.78,118132915.3,73066103.52,191199018.82,0,0,0.0,0.0,0.0,47.29895641,48.62186435,111.68945743,98.22387443
201,300454,深信服,2025-02-14,105.59,20.0023,2,-187985416.56,1168570819.31,1356556235.87,2525127055.18,5,6,-151374502.72,414893337.4,566267840.12,99.98106061,46.14532872,121.82773109,81.49824739
202,600588,用友网络,2025-02-14,18.3,5.1724,2,200193150.65,1854552777.52,1654359626.87,3508912404.39,1,1,107150849.46,244635365.79,137484516.33,84.84848485,30.62098501,108.19112628,60.66725198
203,600734,实达集团,2025-02-14,4.49,10.049,2,5012740.23,180143406.37,175130666.14,355274072.51,0,0,0.0,0.0,0.0,28.65329513,22.67759563,59.21985816,72.03065134
204,603366,日出东方,2025-02-14,13.15,-8.4899,2,-29066962.08,395431839.18,424498801.26,819930640.44,0,0,0.0,0.0,0.0,24.40870388,64.78696742,249.73404255,212.28620705
205,000156,华数传媒,2025-02-13,9.43,1.1803,2,-115119207.01,280002014.28,395121221.29,675123235.57,1,1,13339853.0,20300864.0,6961011.0,43.96946565,22.15025907,56.3394743,36.85178073
206,002484,江海股份,2025-02-13,22.38,-7.9012,2,80448245.1600001,1024533947.71,944085702.55,1968619650.26,6,5,155681845.85,358491655.2,202809809.35,2.09854015,37.46928747,80.77544426,49.46983499
207,002649,博彦科技,2025-02-13,16.94,10.0,2,11424369.14,548678274.24,537253905.1,1085932179.34,2,2,7132730.90000001,74535672.0,67402941.1,59.06103286,32.44722439,126.47058824,81.32036695
208,300688,创业黑马,2025-02-13,37.86,-5.586,2,-40402720.4,414362768.8,454765489.2,869128258.0,0,0,0.0,0.0,0.0,40.69119287,19.65865992,64.2516269,90.15570065
209,600580,卧龙电驱,2025-02-13,25.38,-9.2924,2,89465578.42,1861267209.27,1771801630.85,3633068840.12,0,1,-84518417.22,0.0,84518417.22,50.35545024,59.72309629,125.19964508,144.2401533
210,688168,安博通,2025-02-13,63.52,3.7908,2,30588493.89,244771025.88,214182531.99,458953557.87,0,0,0.0,0.0,0.0,54.09995148,29.47411333,150.86887836,177.14237765
211,870299,灿能电力,2025-02-13,13.06,-9.8066,2,-18339571.1,41993404.67,60332975.77,102326380.44,0,1,-3553028.07,0.0,3553028.07,31.25628141,-12.17215871,112.81303265,117.21747426
212,603068,博通集成,2025-02-12,40.88,2.2511,2,128271677.0,268119766.0,139848089.0,407967855.0,0,0,0.0,0.0,0.0,22.24880383,34.03278689,101.28358832,130.62092618
213,000584,*ST工智,2025-02-11,2.91,5.0542,2,-14702632.95,36509134.0,51211766.95,87720900.95,0,0,0.0,0.0,0.0,-7.61904762,-7.61904762,72.18934911,35.34883721
214,000972,中基健康,2025-02-11,3.37,-7.6712,2,-15026616.74,51861974.0,66888590.74,118750564.74,3,4,-5720139.74,15493405.0,21213544.74,22.99270073,4.33436533,30.11583012,-18.2038835
215,001395,亚联机械,2025-02-11,40.68,-4.6637,2,52098519.5,126432631.38,74334111.88,200766743.26,2,2,-3437348.35,6135702.38,9573050.73,113.20754717,113.20754717,113.20754717,113.20754717
216,002750,*ST龙津,2025-02-11,1.62,5.1948,2,-6557344.74,8977881.0,15535225.74,24513106.74,0,0,0.0,0.0,0.0,-11.47540984,-40.44117647,-35.2,-68.96551724
217,301220,亚香股份,2025-02-11,70.03,19.9966,2,-15247043.02,277463569.62,292710612.64,570174182.26,7,7,-51004638.52,157061654.12,208066292.64,92.39010989,127.5918102,171.75009701,170.50163509
218,301551,无线传媒,2025-02-11,68.75,11.0304,2,-58533477.94,205339539.22,263873017.16,469212556.38,2,2,-38260034.0,27181200.0,65441234.0,41.46090535,2.08878607,632.32413241,632.32413241
219,000532,华金资本,2025-02-10,18.98,2.5392,2,138547996.12,285172370.02,146624373.9,431796743.92,2,4,70507148.01,95303181.91,24796033.9,52.57234727,29.11564626,61.94539249,96.69366096
220,300057,万顺新材,2025-02-10,6.3,12.7013,2,-91305185.21,148322401.41,239627586.62,387949988.03,0,0,0.0,0.0,0.0,36.65943601,3.44827586,62.37113402,45.83333333
221,301208,中亦科技,2025-02-10,42.3,-2.0607,2,-48855391.1,216174666.3,265030057.4,481204723.7,5,5,-22662006.4,37802440.0,60464446.4,36.36363636,6.92618807,67.25978648,102.6223292
222,603150,万朗磁塑,2025-02-10,33.4,3.2777,2,-51403055.2,143329584.3,194732639.5,338062223.8,3,0,36565351.3,36565351.3,0.0,30.3160359,17.81305115,35.93813594,39.92459154
223,688343,云天励飞,2025-02-10,73.1,13.0354,2,34961167.65,1016226840.86,981265673.21,1997492514.07,0,0,0.0,0.0,0.0,61.11968261,98.80337231,183.22355676,116.46431744
224,000802,北京文化,2025-02-07,5.85,-1.0152,2,-64792869.6,64705740.0,129498609.6,194204349.6,2,2,-12968172.0,9735166.0,22703338.0,-18.18181818,-15.2173913,16.30218688,9.34579439
225,300253,卫宁健康,2025-02-07,9.26,16.1857,2,337783217.93,881602665.2,543819447.27,1425422112.47,5,4,168556246.4,256071935.89,87515689.49,42.68104777,19.63824289,66.84684685,52.55518359
226,603280,南方路机,2025-02-07,23.43,-3.8572,2,-12359194.62,57909632.36,70268826.98,128178459.34,0,0,0.0,0.0,0.0,17.97583082,11.83770883,26.44360496,44.40198959
227,605299,舒华体育,2025-02-07,10.35,9.9894,2,75597999.23,164697441.33,89099442.1,253796883.43,1,0,51450279.33,51450279.33,0.0,22.4852071,34.41558442,34.24124514,63.73422711
228,688486,龙迅股份,2025-02-07,124.0,15.5746,2,185354873.25,370097068.49,184742195.24,554839263.73,6,2,259196636.98,308331784.31,49135147.33,70.16604913,112.72945617,149.59742351,138.70176613
229,601869,长飞光纤,2025-02-06,39.4,4.7315,2,3755315.77999997,491913820.35,488158504.57,980072324.92,5,0,282706475.0,282706475.0,0.0,42.28963525,37.66596785,78.67154899,78.75088805
230,603963,*ST大药,2025-02-06,1.24,-4.6154,2,-1186670.0,1326266.0,2512936.0,3839202.0,0,0,0.0,0.0,0.0,-43.63636364,-59.87055016,-62.19512195,-80.74534161
231,688023,安恒信息,2025-02-06,62.54,19.9923,2,-16727124.58,228324965.09,245052089.67,473377054.76,1,3,-60780531.37,102603980.93,163384512.3,61.4768913,30.29166667,122.56227758,51.69014994
232,688583,思看科技,2025-02-06,106.21,7.8603,2,108038651.38,249441975.22,141403323.84,390845299.06,3,0,88246061.91,88246061.91,0.0,217.4237896,217.4237896,217.4237896,217.4237896
233,002130,沃尔核材,2025-02-05,22.98,-9.9882,2,-3173252.54999995,883790887.62,886964140.17,1770755027.79,6,8,-53384997.64,228378476.62,281763474.26,-3.07886968,14.21471173,36.94874851,321.53502695
234,002582,好想你,2025-02-05,8.39,-9.9785,2,-166166852.39,181032960.48,347199812.87,528232773.35,1,1,-16217761.0,9358291.0,25576052.0,-5.30474041,28.09160305,75.57864055,71.142552
235,300624,万兴科技,2025-02-05,82.15,19.9971,2,288337339.21,1017286208.87,728948869.66,1746235078.53,4,2,148670619.08,274498636.42,125828017.34,42.79506345,43.71938418,74.1942324,44.1438437
236,600261,阳光照明,2025-02-05,3.91,10.1408,2,-30944890.5,35519860.0,66464750.5,101984610.5,0,3,-27731578.5,0.0,27731578.5,19.20731707,26.53721683,43.75,52.55041399
237,600807,济高发展,2025-02-05,3.1,9.9291,2,6565366.0,55129106.0,48563740.0,103692846.0,0,0,0.0,0.0,0.0,9.15492958,-27.57009346,11.11111111,15.67164179
238,603667,五洲新春,2025-02-05,42.06,-3.2214,2,-258278757.82,689842581.59,948121339.41,1637963921.0,2,0,156534078.7,156534078.7,0.0,77.8435518,130.97199341,182.47145735,221.92777818
239,300378,鼎捷数智,2025-01-27,32.92,2.3632,2,197305222.34,710740898.1,513435675.76,1224176573.86,4,2,199108145.0,276127870.0,77019725.0,22.33370494,36.14557486,119.02860945,77.00956995
240,300654,世纪天鸿,2025-01-27,12.99,7.7114,2,45112171.95,234885611.78,189773439.83,424659051.61,7,8,23122082.8,142392796.48,119270713.68,19.06507791,24.06876791,65.05717916,30.52391992
241,301628,强达电路,2025-01-27,97.3,-12.1445,2,59271244.88,183492393.74,124221148.86,307713542.6,3,2,54405319.28,54425728.28,20409.0,13.13953488,245.28034067,245.28034067,245.28034067
242,603598,引力传媒,2025-01-27,20.78,1.8627,2,-73367412.74,181834644.24,255202056.98,437036701.22,0,0,0.0,0.0,0.0,19.35669156,36.53088042,61.71206226,21.16618076
243,605018,长华集团,2025-01-27,12.68,4.7934,2,65873194.58,182051059.87,116177865.29,298228925.16,1,0,48692481.64,48692481.64,0.0,38.4279476,54.44579781,58.69837297,33.85494335
244,605162,新中港,2025-01-27,6.77,-4.6479,2,-9006829.48,15566626.12,24573455.6,40140081.72,0,0,0.0,0.0,0.0,-1.59883721,-2.86944046,0.59435364,-20.05054214
245,688590,新致软件,2025-01-27,18.51,2.5485,2,219602443.93,380640142.45,161037698.52,541677840.97,5,0,256311476.1,256311476.1,0.0,4.51722191,26.30756545,65.40544699,1.57986715
246,001282,三联锻造,2025-01-24,27.03,10.0122,2,92446298.61,260411187.21,167964888.6,428376075.81,6,6,51290241.84,143490612.6,92200370.76,30.10316078,39.38670254,46.77043056,34.8468345
247,688143,长盈通,2025-01-24,31.44,20.0,2,-89167731.68,184245018.64,273412750.32,457657768.96,1,2,-92970461.76,21252006.6,114222468.36,38.50220264,30.24026512,70.4989154,26.8253328
248,000880,潍柴重机,2025-02-24,28.81,10.0038,1,30706737.82,170121047.88,139414310.06,309535357.94,5,4,20595263.2,141383473.0,120788209.8,34.43770415,143.66834076,228.59147547,260.17770391
249,001309,德明利,2025-02-24,147.15,10.0022,1,-28947777.73,262288578.02,291236355.75,553524933.77,1,1,20494533.2,26009789.6,5515256.4,58.39612487,92.27753822,109.31721195,144.82890735
250,002085,万丰奥威,2025-02-24,21.42,10.0154,1,645640547.22,1071621739.61,425981192.39,1497602932.0,1,1,-25652835.46,41532278.0,67185113.46,24.3902439,8.07265388,87.89473684,225.36105955
251,002387,维信诺,2025-02-24,12.17,6.3811,1,44951365.02,124145020.95,79193655.93,203338676.88,0,0,0.0,0.0,0.0,33.29682366,6.94200351,104.88215488,45.57416268
252,002501,利源股份,2025-02-24,2.28,10.1449,1,12991237.2,66725312.2,53734075.0,120459387.2,1,1,-768976.0,2697501.0,3466477.0,43.39622642,35.71428571,119.23076923,85.36585366
253,002580,圣阳股份,2025-02-24,11.65,10.0094,1,76485375.54,257954968.34,181469592.8,439424561.14,5,5,53006669.54,177474986.34,124468316.8,29.15742794,40.53075995,106.19469027,75.55790146
254,002910,庄园牧场,2025-02-24,9.87,10.0334,1,15214663.0,74611788.0,59397125.0,134008913.0,4,3,3002359.0,25979110.0,22976751.0,35.57692308,21.85185185,71.35416667,28.18181818
255,300148,天舟文化,2025-02-24,5.1,20.0,1,135632362.6,187553547.37,51921184.77,239474732.14,3,3,32228089.6,55678594.37,23450504.77,37.09677419,16.97247706,103.187251,59.87460815
256,300159,新研股份,2025-02-24,2.89,19.917,1,64735754.24,111123105.72,46387351.48,157510457.2,2,2,12556333.0,30165554.0,17609221.0,45.22613065,-19.49860724,30.76923077,43.06930693
257,300245,天玑科技,2025-02-24,18.7,4.4693,1,-52654484.15,241821108.2,294475592.35,536296700.55,3,3,111529181.36,155434411.36,43905230.0,42.09726444,53.15315315,217.48726655,184.62709285
258,301139,元道通信,2025-02-24,31.82,19.9849,1,98271581.92,154387820.26,56116238.34,210504058.6,4,4,15421693.32,62170878.16,46749184.84,48.48343444,35.98290598,62.92882744,30.40205086
259,301382,蜂助手,2025-02-24,47.64,20.0,1,5380315.30000001,240985221.5,235604906.2,476590127.7,0,1,-24928579.0,0.0,24928579.0,64.10609714,82.04050439,160.4702023,100.7338474
260,301556,托普云农,2025-02-24,110.93,-3.2868,1,-116393541.12,68826433.35,185219974.47,254046407.82,0,2,-36656855.16,0.0,36656855.16,24.4586559,31.24704212,665.03448276,665.03448276
261,600100,同方股份,2025-02-24,9.48,9.9768,1,18637118.74,425083620.2,406446501.46,831530121.66,0,0,0.0,0.0,0.0,42.12893553,28.97959184,100.84745763,48.58934169
262,600179,安通控股,2025-02-24,2.83,10.1167,1,17038419.38,43652498.38,26614079.0,70266577.38,0,0,0.0,0.0,0.0,6.79245283,-4.39189189,34.76190476,21.98275862
263,600203,福日电子,2025-02-24,11.06,10.0498,1,158287682.0,224369087.0,66081405.0,290450492.0,0,1,-9060767.0,0.0,9060767.0,32.45508982,-7.98668885,91.34948097,114.75728155
264,600825,新华传媒,2025-02-24,8.15,9.9865,1,61645977.85,136740007.29,75094029.44,211834036.73,0,0,0.0,0.0,0.0,36.5159129,33.82594417,125.76177285,76.87362468
265,600965,福成股份,2025-02-24,4.7,10.0703,1,13228179.0,18838540.0,5610361.0,24448901.0,0,0,0.0,0.0,0.0,16.33663366,14.35523114,40.71856287,-1.59779619
266,603109,神驰机电,2025-02-24,20.4,-4.2703,1,-16317475.17,65218211.8,81535686.97,146753898.77,2,0,33467686.8,33467686.8,0.0,16.57142857,37.83783784,72.2972973,29.63011914
267,603395,红四方,2025-02-24,50.07,5.0126,1,-45958000.2,66205356.9,112163357.1,178368714.0,0,0,0.0,0.0,0.0,11.06921029,527.44360902,527.44360902,527.44360902
268,603800,洪田股份,2025-02-24,32.07,-9.9916,1,-25811315.6,86115489.4,111926805.0,198042294.4,0,0,0.0,0.0,0.0,29.31451613,43.16964286,89.98815166,45.37937252
269,603915,国茂股份,2025-02-24,18.62,3.1008,1,37300538.15,166681899.5,129381361.35,296063260.85,2,0,91198728.3,91198728.3,0.0,32.33830846,52.99917831,136.36123133,42.05836274
270,605100,华丰股份,2025-02-24,17.3,9.9809,1,-181105.730000004,69180651.47,69361757.2,138542408.67,0,0,0.0,0.0,0.0,27.20588235,10.68458093,72.03511338,40.69564508
271,688165,埃夫特,2025-02-24,38.28,20.0,1,148399495.71,307012558.76,158613063.05,465625621.81,0,0,0.0,0.0,0.0,17.53147068,149.8694517,423.66621067,336.98630137
272,688379,华光新材,2025-02-24,28.37,20.0085,1,14859647.86,27600396.97,12740749.11,40341146.08,0,0,0.0,0.0,0.0,27.62033288,26.65178571,133.11421528,87.75417371
273,830964,润农节水,2025-02-24,8.96,0.7874,1,-10340000.6,33271032.35,43611032.95,76882065.3,0,0,0.0,0.0,0.0,33.53204173,-5.48523207,224.63768116,174.75098608
274,873706,铁拓机械,2025-02-24,19.98,29.9935,1,-26368605.47,35547291.28,61915896.75,97463188.03,0,0,0.0,0.0,0.0,50.33860045,19.92797119,139.28143713,205.9247844
275,900920,动力B股,2025-02-24,0.207,7.2539,1,77361.11,212859.71,135498.6,348358.31,0,0,0.0,0.0,0.0,5.6122449,-5.47945205,44.75524476,0.48543689
276,000938,紫光股份,2025-02-21,32.42,10.0102,1,131453874.34,942364491.67,810910617.33,1753275109.0,4,1,289864702.01,365656442.64,75791740.63,26.59117532,24.83634963,66.17119426,87.51603292
277,001314,亿道信息,2025-02-21,58.49,3.248,1,-20664888.76,129395042.28,150059931.04,279454973.32,2,3,-32782591.04,20599776.0,53382367.04,27.59598604,29.51727192,53.92105263,44.17373239
278,002126,银轮股份,2025-02-21,30.25,10.0,1,-31857905.67,598041080.26,629898985.93,1227940066.19,0,1,-156694389.52,0.0,156694389.52,49.38271605,60.98988824,96.17380026,86.82450443
