时间,代码,名称,板块,相关信息
09:37:43,300718,长盛轴承,大笔买入,"199240,68.95000,0.067265"
09:37:42,002691,冀凯股份,大笔买入,"453300,11.11000,0.099901"
09:37:40,300790,宇瞳光学,大笔买入,"310100,27.88000,0.118712"
09:37:36,002765,蓝黛科技,大笔买入,"602700,10.73000,0.008499"
09:37:31,301512,智信精密,大笔买入,"28200,48.17000,-0.054563"
09:37:31,301392,汇成真空,大笔买入,"23000,71.40000,-0.008609"
09:37:25,300790,宇瞳光学,大笔买入,"383100,27.60000,0.108250"
09:37:21,001288,运机集团,大笔买入,"105000,30.75000,0.026448"
09:37:21,001368,通达创智,大笔买入,"66900,23.99000,0.099954"
09:37:19,839946,华阳变速,大笔买入,"141784,9.00000,0.095006"
09:37:18,001368,通达创智,大笔买入,"96811,23.99000,0.099954"
09:37:16,300553,集智股份,大笔买入,"70400,32.49000,-0.012770"
09:37:15,603211,晋拓股份,大笔买入,"109200,18.21000,-0.021494"
09:37:15,000838,财信发展,大笔买入,"1445700,2.39000,-0.012397"
09:37:12,002789,建艺集团,大笔买入,"139400,7.46000,0.019152"
09:37:11,600157,永泰能源,大笔买入,"40497830,1.58000,0.006369"
09:37:09,000668,荣丰控股,大笔买入,"202100,6.07000,0.025381"
09:37:09,000004,国华网安,大笔买入,"132800,12.40000,0.042929"
09:36:58,300630,*ST普利,大笔买入,"409800,2.47000,0.054852"
09:36:58,300159,新研股份,大笔买入,"1498600,2.18000,0.028436"
09:36:55,300852,四会富仕,大笔买入,"141100,36.60000,0.026286"
09:36:53,600159,大龙地产,大笔买入,"907900,2.41000,0.012605"
09:36:53,601929,吉视传媒,大笔买入,"3784100,1.94000,0.089888"
09:36:50,600807,济高发展,大笔买入,"1149500,3.32000,0.099338"
09:36:49,301539,宏鑫科技,大笔买入,"56900,18.74000,-0.005308"
09:36:48,000573,粤宏远Ａ,大笔买入,"1113800,4.13000,-0.059091"
09:36:46,300553,集智股份,大笔买入,"66100,32.36000,-0.015506"
09:36:45,000820,神雾节能,大笔买入,"413100,3.10000,0.029900"
09:36:36,603130,云中马,大笔买入,"73916,23.53000,0.094419"
09:36:33,002213,大为股份,大笔买入,"207500,17.85000,0.078692"
09:36:33,001368,通达创智,大笔买入,"45700,23.97000,0.099496"
09:36:31,300588,熙菱信息,大笔买入,"382200,16.79000,0.198430"
09:36:30,002369,卓翼科技,大笔买入,"1291001,7.03000,0.024781"
09:36:28,301313,凡拓数创,大笔买入,"75000,25.87000,-0.002699"
09:36:28,300921,南凌科技,大笔买入,"87800,29.39000,0.021921"
09:36:27,003015,日久光电,大笔买入,"404600,16.27000,-0.023995"
09:36:24,001368,通达创智,大笔买入,"96700,23.90000,0.096286"
09:36:24,000897,津滨发展,大笔买入,"2516200,2.28000,0.008811"
09:36:22,301488,豪恩汽电,大笔买入,"25700,67.87000,0.047369"
09:36:22,300588,熙菱信息,大笔买入,"206400,16.66000,0.189151"
09:36:18,002306,中科云网,大笔买入,"931800,2.40000,0.057522"
09:36:15,002133,广宇集团,大笔买入,"1766554,2.46000,0.016529"
09:36:10,300323,华灿光电,大笔买入,"1144100,8.31000,0.062740"
09:36:06,002865,钧达股份,大笔买入,"423800,64.15000,0.099641"
09:36:00,002213,大为股份,大笔买入,"227700,17.92000,0.086562"
09:35:52,301306,西测测试,大笔买入,"89900,42.60000,0.015543"
09:35:48,001238,浙江正特,大笔买入,"32700,30.89000,0.019117"
09:35:46,301202,朗威股份,大笔买入,"42500,39.69000,0.033056"
09:35:43,301596,瑞迪智驱,大笔买入,"39400,122.90000,0.007218"
09:35:40,300093,金刚光伏,大笔买入,"338000,13.03000,0.078073"
09:35:36,603150,万朗磁塑,大笔买入,"123562,32.34000,0.100000"
09:35:36,839493,并行科技,大笔买入,"35588,119.00000,0.104408"
09:35:34,301439,泓淋电力,大笔买入,"205700,18.00000,0.081081"
09:35:34,300307,慈星股份,大笔买入,"841100,8.48000,-0.009324"
09:35:28,300287,飞利信,大笔买入,"1619200,5.60000,-0.019298"
09:35:27,002213,大为股份,大笔买入,"212400,18.13000,0.098668"
09:35:27,839946,华阳变速,大笔买入,"141488,8.72000,0.062119"
09:35:24,002213,大为股份,大笔买入,"315400,18.15000,0.099274"
09:35:24,603150,万朗磁塑,大笔买入,"187300,31.71000,0.078571"
09:35:22,688691,灿芯股份,大笔买入,"26031,78.00000,-0.021460"
09:35:22,301488,豪恩汽电,大笔买入,"33000,67.67000,0.042432"
09:35:21,839946,华阳变速,大笔买入,"155408,8.64000,0.052375"
09:35:21,832876,慧为智能,大笔买入,"47761,28.26000,0.047760"
09:35:18,002213,大为股份,大笔买入,"425800,18.06000,0.098668"
09:35:15,002213,大为股份,大笔买入,"218800,18.15000,0.098063"
09:35:14,601929,吉视传媒,大笔买入,"3926900,1.87000,0.050562"
09:35:12,001299,美能能源,大笔买入,"100600,12.83000,0.011820"
09:35:12,002213,大为股份,大笔买入,"912700,18.14000,0.089588"
09:35:12,832876,慧为智能,大笔买入,"180846,28.30000,0.047760"
09:35:10,301202,朗威股份,大笔买入,"71700,39.57000,0.028891"
09:35:10,301266,宇邦新材,大笔买入,"78600,35.00000,0.037652"
09:35:09,002122,汇洲智能,大笔买入,"3926028,4.90000,0.014553"
09:35:09,839493,并行科技,大笔买入,"38347,118.00000,0.095128"
09:35:07,300608,思特奇,大笔买入,"334900,13.70000,0.026237"
09:35:06,002354,天娱数科,大笔买入,"1834300,7.79000,0.056911"
09:35:06,002305,南国置业,大笔买入,"6029400,1.56000,0.026316"
09:35:06,000710,贝瑞基因,大笔买入,"534500,9.30000,0.064220"
09:35:03,002354,天娱数科,大笔买入,"1783900,7.80000,0.055556"
09:34:58,301520,万邦医药,大笔买入,"44200,39.81000,0.017889"
09:34:57,002354,天娱数科,大笔买入,"2284000,7.79000,0.054201"
09:34:57,832876,慧为智能,大笔买入,"43837,28.20000,0.044058"
09:34:55,301578,辰奕智能,大笔买入,"31900,50.91000,-0.015280"
09:34:54,002354,天娱数科,大笔买入,"1720842,7.78000,0.052846"
09:34:53,600207,安彩高科,大笔买入,"1159000,4.66000,0.088785"
09:34:49,301261,恒工精密,大笔买入,"46200,57.31000,-0.043261"
09:34:48,002691,冀凯股份,大笔买入,"508900,10.71000,0.036597"
09:34:48,002137,实益达,大笔买入,"424400,8.52000,-0.003509"
09:34:46,301318,维海德,大笔买入,"75145,36.60000,0.048313"
09:34:46,301157,华塑科技,大笔买入,"27700,51.06000,0.002749"
09:34:45,002691,冀凯股份,大笔买入,"774300,10.48000,0.018793"
09:34:42,002354,天娱数科,大笔买入,"1976000,7.76000,0.048780"
09:34:37,300790,宇瞳光学,大笔买入,"311050,28.00000,0.126761"
09:34:31,300790,宇瞳光学,大笔买入,"425250,28.00000,0.130382"
09:34:30,603150,万朗磁塑,大笔买入,"88300,31.76000,0.080272"
09:34:28,603381,永臻股份,大笔买入,"54546,21.93000,0.020475"
09:34:27,605055,迎丰股份,大笔买入,"999500,6.12000,0.088968"
09:34:27,002213,大为股份,大笔买入,"332200,18.17000,0.089588"
09:34:25,301488,豪恩汽电,大笔买入,"34900,69.00000,0.062799"
09:34:24,003005,竞业达,大笔买入,"153240,35.31000,-0.043124"
09:34:24,002354,天娱数科,大笔买入,"2828800,7.68000,0.039295"
09:34:24,002213,大为股份,大笔买入,"298700,18.00000,0.087772"
09:34:21,002213,大为股份,大笔买入,"480000,17.97000,0.067797"
09:34:21,001395,C亚联,大笔买入,"29300,40.99000,0.000489"
09:34:19,301027,华蓝集团,大笔买入,"154500,16.28000,0.018762"
09:34:18,002123,梦网科技,大笔买入,"738400,14.19000,0.100000"
09:34:16,600157,永泰能源,大笔买入,"28848500,1.58000,0.006369"
09:34:15,002354,天娱数科,大笔买入,"1831900,7.66000,0.037940"
09:34:13,300790,宇瞳光学,大笔买入,"353600,28.10000,0.134406"
09:34:13,300835,龙磁科技,大笔买入,"93000,40.02000,-0.028641"
09:34:12,002600,领益智造,大笔买入,"6920800,10.02000,0.028659"
09:34:12,600120,浙江东方,大笔买入,"20534849,6.77000,0.099026"
09:34:11,920108,宏海科技,大笔买入,"107978,17.20000,-0.106328"
09:34:11,834475,三友科技,大笔买入,"51566,20.36000,0.076679"
09:34:10,301551,无线传媒,大笔买入,"38000,55.48000,0.074595"
09:34:10,300562,乐心医疗,大笔买入,"248700,14.06000,0.022529"
09:34:10,300448,浩云科技,大笔买入,"568500,8.15000,0.119505"
09:34:09,002123,梦网科技,大笔买入,"797500,14.19000,0.094574"
09:34:07,300766,每日互动,大笔买入,"476300,39.39000,0.136888"
09:34:06,002354,天娱数科,大笔买入,"2016000,7.64000,0.032520"
09:34:04,301160,翔楼新材,大笔买入,"48700,69.00000,0.051096"
09:34:04,301598,博科测试,大笔买入,"16100,79.00000,0.056283"
09:34:03,000532,华金资本,大笔买入,"496500,18.99000,0.073488"
09:34:01,301399,英特科技,大笔买入,"45900,27.24000,-0.009455"
09:33:58,300766,每日互动,大笔买入,"396100,39.39000,0.127378"
09:33:58,300391,长药控股,大笔买入,"473500,4.31000,0.026190"
09:33:57,000981,山子高科,大笔买入,"9012600,2.20000,0.018519"
09:33:54,001339,智微智能,大笔买入,"90100,40.61000,-0.009268"
09:33:54,001319,铭科精技,大笔买入,"94100,28.54000,0.016732"
09:33:53,831906,舜宇精工,大笔买入,"65015,19.90000,0.039103"
09:33:51,002691,冀凯股份,大笔买入,"664532,10.88000,0.088032"
09:33:51,002526,山东矿机,大笔买入,"2069600,4.30000,0.041162"
09:33:51,002261,拓维信息,大笔买入,"2508700,22.46000,0.099853"
09:33:51,001368,通达创智,大笔买入,"43000,23.99000,0.099954"
09:33:48,002261,拓维信息,大笔买入,"2282000,22.47000,0.099853"
09:33:46,300766,每日互动,大笔买入,"444300,38.90000,0.118156"
09:33:45,002858,力盛体育,大笔买入,"150900,12.64000,0.031020"
09:33:45,002261,拓维信息,大笔买入,"1249800,22.47000,0.099364"
09:33:43,301488,豪恩汽电,大笔买入,"37200,69.97000,0.084555"
09:33:42,002655,共达电声,大笔买入,"727800,13.41000,0.091640"
09:33:40,301488,豪恩汽电,大笔买入,"43300,70.29000,0.083166"
09:33:40,300766,每日互动,大笔买入,"383200,38.74000,0.114697"
09:33:39,002261,拓维信息,大笔买入,"1274800,22.44000,0.096427"
09:33:39,000532,华金资本,大笔买入,"371000,18.78000,0.060486"
09:33:38,688620,安凯微,大笔买入,"309858,20.01000,0.112285"
09:33:37,603667,五洲新春,大笔买入,"371700,45.60000,0.032843"
09:33:37,300709,精研科技,大笔买入,"167300,43.55000,0.051479"
09:33:37,600355,精伦电子,大笔买入,"912600,3.71000,0.097633"
09:33:37,300166,东方国信,大笔买入,"926260,12.51000,0.071918"
09:33:36,000972,中基健康,大笔买入,"1185300,4.00000,0.098901"
09:33:36,000532,华金资本,大笔买入,"594500,18.76000,0.059921"
09:33:34,301458,钧崴电子,大笔买入,"86403,35.97000,0.010101"
09:33:33,002865,钧达股份,大笔买入,"265300,64.35000,0.099812"
09:33:31,301488,豪恩汽电,大笔买入,"61900,70.20000,0.086561"
09:33:31,300766,每日互动,大笔买入,"381000,38.60000,0.110086"
09:33:28,301551,无线传媒,大笔买入,"44100,54.99000,0.052621"
09:33:27,001368,通达创智,大笔买入,"46200,23.99000,0.099954"
09:33:25,301581,黄山谷捷,大笔买入,"30700,54.67000,0.017674"
09:33:25,301488,豪恩汽电,大笔买入,"54900,70.18000,0.084863"
09:33:24,002861,瀛通通讯,大笔买入,"164900,16.27000,-0.033473"
09:33:24,001368,通达创智,大笔买入,"43300,23.99000,0.099954"
09:33:24,001282,三联锻造,大笔买入,"57500,26.34000,-0.031296"
09:33:22,301488,豪恩汽电,大笔买入,"27900,70.31000,0.083166"
09:33:22,301299,卓创资讯,大笔买入,"47000,82.49000,-0.050339"
09:33:22,300382,斯莱克,大笔买入,"834500,12.97000,0.052803"
09:33:21,000532,华金资本,大笔买入,"524700,18.59000,0.048615"
09:33:19,301488,豪恩汽电,大笔买入,"32100,70.20000,0.080080"
09:33:19,600355,精伦电子,大笔买入,"950800,3.72000,0.100592"
09:33:15,002655,共达电声,大笔买入,"408800,13.56000,0.095659"
09:33:15,002123,梦网科技,大笔买入,"1918300,14.19000,0.100000"
09:33:15,001368,通达创智,大笔买入,"67200,23.99000,0.099954"
09:33:15,603211,晋拓股份,大笔买入,"75300,18.40000,-0.011284"
09:33:13,301488,豪恩汽电,大笔买入,"24100,69.99000,0.080080"
09:33:13,300766,每日互动,大笔买入,"497300,38.16000,0.097983"
09:33:13,300830,金现代,大笔买入,"359300,10.08000,0.084324"
09:33:12,002123,梦网科技,大笔买入,"870900,14.19000,0.100000"
09:33:12,001368,通达创智,大笔买入,"45000,23.99000,0.099954"
09:33:10,300766,每日互动,大笔买入,"454900,38.10000,0.097695"
09:33:09,002576,通达动力,大笔买入,"167000,16.65000,0.054293"
09:33:09,001368,通达创智,大笔买入,"47100,23.99000,0.098579"
09:33:07,300766,每日互动,大笔买入,"519100,38.09000,0.096254"
09:33:07,300159,新研股份,大笔买入,"1479000,2.16000,0.023697"
09:33:06,002792,通宇通讯,大笔买入,"339800,15.21000,-0.005894"
09:33:04,301329,信音电子,大笔买入,"78000,23.00000,-0.009462"
09:33:04,301208,中亦科技,大笔买入,"46400,36.16000,0.003890"
09:33:04,301488,豪恩汽电,大笔买入,"43900,69.99000,0.079000"
09:33:04,300766,每日互动,大笔买入,"490300,38.04000,0.095101"
09:33:04,300448,浩云科技,大笔买入,"497400,7.91000,0.085165"
09:33:03,002862,实丰文化,大笔买入,"95100,36.30000,-0.008762"
09:33:01,301488,豪恩汽电,大笔买入,"25000,69.93000,0.078229"
09:33:00,002576,通达动力,大笔买入,"169200,16.66000,0.051136"
09:32:58,300766,每日互动,大笔买入,"369500,37.99000,0.094813"
09:32:58,300830,金现代,大笔买入,"374100,9.88000,0.059459"
09:32:58,600355,精伦电子,大笔买入,"820900,3.64000,0.076923"
09:32:57,002123,梦网科技,大笔买入,"2297100,13.95000,0.097674"
09:32:55,301202,朗威股份,大笔买入,"51500,39.58000,0.029932"
09:32:55,600355,精伦电子,大笔买入,"630300,3.63000,0.073964"
09:32:54,688583,思看科技,大笔买入,"23513,110.45000,0.039921"
09:32:54,002125,湘潭电化,大笔买入,"693600,11.03000,0.019462"
09:32:52,301202,朗威股份,大笔买入,"47100,39.57000,0.029932"
09:32:52,301567,贝隆精密,大笔买入,"31400,43.53000,0.037655"
09:32:52,301439,泓淋电力,大笔买入,"240000,17.70000,0.063063"
09:32:52,300846,首都在线,大笔买入,"618100,18.52000,0.187946"
09:32:49,301488,豪恩汽电,大笔买入,"30400,69.77000,0.072211"
09:32:49,301030,仕净科技,大笔买入,"177000,19.65000,0.046400"
09:32:49,300846,首都在线,大笔买入,"667900,18.33000,0.179520"
09:32:48,831906,舜宇精工,大笔买入,"51654,19.93000,0.039103"
09:32:46,301318,维海德,大笔买入,"62920,36.74000,0.050029"
09:32:45,001368,通达创智,大笔买入,"45300,23.97000,0.096286"
09:32:45,839493,并行科技,大笔买入,"52598,116.10000,0.085847"
09:32:43,301488,豪恩汽电,大笔买入,"36600,69.37000,0.069897"
09:32:43,300846,首都在线,大笔买入,"633000,17.99000,0.158782"
09:32:43,300766,每日互动,大笔买入,"377100,37.68000,0.082997"
09:32:42,001368,通达创智,大笔买入,"259300,23.91000,0.095828"
09:32:40,301488,豪恩汽电,大笔买入,"38500,69.34000,0.066965"
09:32:39,002861,瀛通通讯,大笔买入,"298900,16.16000,-0.036461"
09:32:39,002824,和胜股份,大笔买入,"217620,16.43000,0.051184"
09:32:39,000818,航锦科技,大笔买入,"685100,21.29000,0.042815"
09:32:37,300790,宇瞳光学,大笔买入,"311050,29.55000,0.190342"
09:32:36,002123,梦网科技,大笔买入,"2352800,14.19000,0.100000"
09:32:36,000818,航锦科技,大笔买入,"853700,21.19000,0.040354"
09:32:33,002123,梦网科技,大笔买入,"993000,14.19000,0.092248"
09:32:33,000818,航锦科技,大笔买入,"1121751,21.14000,0.038386"
09:32:31,300718,长盛轴承,大笔买入,"245200,65.70000,0.013144"
09:32:30,002369,卓翼科技,大笔买入,"793400,7.02000,0.021866"
09:32:28,301488,豪恩汽电,大笔买入,"25344,68.78000,0.058479"
09:32:28,300057,万顺新材,大笔买入,"916700,5.58000,0.199571"
09:32:27,002123,梦网科技,大笔买入,"875100,14.00000,0.080620"
09:32:26,688620,安凯微,大笔买入,"350927,20.50000,0.139522"
09:32:25,300846,首都在线,大笔买入,"641100,17.64000,0.152301"
09:32:25,600355,精伦电子,大笔买入,"1224350,3.71000,0.097633"
09:32:25,300057,万顺新材,大笔买入,"1117900,5.59000,0.190987"
09:32:25,603928,兴业股份,大笔买入,"293460,10.44000,-0.058611"
09:32:24,002979,雷赛智能,大笔买入,"264100,40.47000,0.011014"
09:32:24,002123,梦网科技,大笔买入,"907900,13.94000,0.076744"
09:32:23,688620,安凯微,大笔买入,"256885,20.43000,0.135631"
09:32:22,300766,每日互动,大笔买入,"367600,37.00000,0.065130"
09:32:22,300846,首都在线,大笔买入,"543500,17.78000,0.146468"
09:32:21,001368,通达创智,大笔买入,"44000,23.89000,0.095828"
09:32:19,300846,首都在线,大笔买入,"409900,17.69000,0.143227"
09:32:18,002123,梦网科技,大笔买入,"1012300,13.73000,0.060465"
09:32:18,002261,拓维信息,大笔买入,"1389918,21.92000,0.073421"
09:32:17,688620,安凯微,大笔买入,"248821,20.35000,0.131184"
09:32:16,300846,首都在线,大笔买入,"483200,17.64000,0.140635"
09:32:15,002123,梦网科技,大笔买入,"1410550,13.68000,0.060465"
09:32:15,834475,三友科技,大笔买入,"51019,20.59000,0.088313"
09:32:14,688620,安凯微,大笔买入,"326533,20.24000,0.125069"
09:32:13,688411,C海博,大笔买入,"51136,60.45000,-0.008203"
09:32:12,001368,通达创智,大笔买入,"52500,23.79000,0.092618"
09:32:10,301600,慧翰股份,大笔买入,"23096,182.49000,0.053053"
09:32:10,300846,首都在线,大笔买入,"981600,17.47000,0.134154"
09:32:09,002846,英联股份,大笔买入,"332600,9.04000,0.041379"
09:32:07,301602,超研股份,大笔买入,"55000,22.13000,-0.001353"
09:32:07,301488,豪恩汽电,大笔买入,"24000,68.02000,0.050764"
09:32:07,301202,朗威股份,大笔买入,"78598,39.31000,0.023686"
09:32:07,301598,博科测试,大笔买入,"15100,79.93000,0.069519"
09:32:07,300766,每日互动,大笔买入,"564808,36.55000,0.049856"
09:32:07,300846,首都在线,大笔买入,"438800,17.50000,0.132858"
09:32:06,002599,盛通股份,大笔买入,"682800,8.49000,-0.002336"
09:32:06,001368,通达创智,大笔买入,"48246,23.65000,0.090784"
09:32:04,301112,信邦智能,大笔买入,"51000,25.39000,0.007534"
09:32:04,300766,每日互动,大笔买入,"467500,36.43000,0.046974"
09:32:04,300057,万顺新材,大笔买入,"814600,5.40000,0.152361"
09:32:03,001368,通达创智,大笔买入,"64600,23.79000,0.079780"
09:32:02,600410,华胜天成,大笔买入,"1791400,9.20000,0.019956"
09:32:01,301261,恒工精密,大笔买入,"42220,57.00000,-0.051581"
09:32:01,301225,恒勃股份,大笔买入,"36400,27.80000,-0.004298"
09:32:01,300846,首都在线,大笔买入,"445800,17.47000,0.128970"
09:32:00,002122,汇洲智能,大笔买入,"2914400,4.87000,0.012474"
09:32:00,001368,通达创智,大笔买入,"190500,23.55000,0.078863"
09:32:00,688449,联芸科技,大笔买入,"79865,45.11000,-0.010746"
09:31:57,002362,汉王科技,大笔买入,"218800,26.12000,-0.001910"
09:31:57,832876,慧为智能,大笔买入,"41619,27.25000,0.012588"
09:31:55,300766,每日互动,大笔买入,"482100,36.39000,0.048991"
09:31:55,300790,宇瞳光学,大笔买入,"1948079,29.70000,0.195573"
09:31:55,300846,首都在线,大笔买入,"399200,17.42000,0.128970"
09:31:54,002354,天娱数科,大笔买入,"2893216,7.50000,0.021680"
09:31:52,301567,贝隆精密,大笔买入,"24700,42.65000,0.015491"
09:31:51,688048,长光华芯,大笔买入,"117766,51.92000,0.102335"
09:31:50,839493,并行科技,大笔买入,"40660,112.00000,0.039443"
09:31:50,688416,恒烁股份,大笔买入,"62353,43.69000,0.025587"
09:31:49,301488,豪恩汽电,大笔买入,"30800,68.00000,0.050764"
09:31:46,301191,菲菱科思,大笔买入,"59500,92.76000,-0.002257"
09:31:45,002261,拓维信息,大笔买入,"1258200,21.86000,0.068527"
09:31:44,834475,三友科技,大笔买入,"56486,20.00000,0.056584"
09:31:44,832876,慧为智能,大笔买入,"41897,27.56000,0.028138"
09:31:44,688620,安凯微,大笔买入,"260627,19.68000,0.093941"
09:31:43,301488,豪恩汽电,大笔买入,"23700,68.00000,0.051072"
09:31:43,300766,每日互动,大笔买入,"401600,36.45000,0.053314"
09:31:42,002122,汇洲智能,大笔买入,"2036700,4.84000,0.010395"
09:31:42,002123,梦网科技,大笔买入,"793000,13.97000,0.076744"
09:31:41,688620,安凯微,大笔买入,"564397,19.59000,0.088938"
09:31:40,301202,朗威股份,大笔买入,"53000,39.29000,0.022644"
09:31:40,600355,精伦电子,大笔买入,"499400,3.68000,0.088757"
09:31:39,003015,日久光电,大笔买入,"251100,16.27000,-0.023995"
09:31:38,688620,安凯微,大笔买入,"387554,19.31000,0.073374"
09:31:37,301099,雅创电子,大笔买入,"71300,45.67000,0.051199"
09:31:37,300846,首都在线,大笔买入,"409900,17.53000,0.136747"
09:31:37,600355,精伦电子,大笔买入,"581900,3.68000,0.088757"
09:31:36,603211,晋拓股份,大笔买入,"108100,18.36000,-0.013434"
09:31:34,301598,博科测试,大笔买入,"26300,79.01000,0.056283"
09:31:33,002123,梦网科技,大笔买入,"732100,13.83000,0.070543"
09:31:32,832876,慧为智能,大笔买入,"57123,27.66000,0.028138"
09:31:31,300694,蠡湖股份,大笔买入,"347400,15.40000,0.006506"
09:31:30,002261,拓维信息,大笔买入,"1395800,21.73000,0.060206"
09:31:30,002123,梦网科技,大笔买入,"912300,13.81000,0.066667"
09:31:29,832876,慧为智能,大笔买入,"55912,27.77000,0.024065"
09:31:28,301596,瑞迪智驱,大笔买入,"14200,122.63000,0.002215"
09:31:27,002892,科力尔,大笔买入,"681369,18.16000,-0.010893"
09:31:27,603110,东方材料,大笔买入,"288000,18.49000,0.048186"
09:31:27,002123,梦网科技,大笔买入,"1195700,13.76000,0.056589"
09:31:27,002031,巨轮智能,大笔买入,"4682500,7.05000,-0.005618"
09:31:25,301488,豪恩汽电,大笔买入,"28600,68.19000,0.052152"
09:31:24,002953,日丰股份,大笔买入,"309850,10.86000,0.022556"
09:31:24,002861,瀛通通讯,大笔买入,"178100,16.14000,-0.034071"
09:31:24,001306,夏厦精密,大笔买入,"45800,69.37000,-0.007439"
09:31:24,000856,冀东装备,大笔买入,"261100,10.77000,-0.041852"
09:31:22,600355,精伦电子,大笔买入,"662500,3.63000,0.073964"
09:31:22,300694,蠡湖股份,大笔买入,"322900,15.39000,0.001952"
09:31:19,301600,慧翰股份,大笔买入,"25100,181.42000,0.045046"
09:31:19,301488,豪恩汽电,大笔买入,"29800,68.14000,0.052152"
09:31:19,600355,精伦电子,大笔买入,"582200,3.63000,0.073964"
09:31:18,002418,康盛股份,大笔买入,"1153200,2.94000,0.006873"
09:31:18,002279,久其软件,大笔买入,"831700,7.11000,0.036443"
09:31:16,301202,朗威股份,大笔买入,"42300,39.28000,0.022384"
09:31:15,002122,汇洲智能,大笔买入,"2925300,4.84000,0.008316"
09:31:15,002123,梦网科技,大笔买入,"858000,13.60000,0.053488"
09:31:15,000856,冀东装备,大笔买入,"267900,10.70000,-0.049866"
09:31:13,300766,每日互动,大笔买入,"443800,37.80000,0.093660"
09:31:13,300846,首都在线,大笔买入,"505200,17.69000,0.149708"
09:31:12,002354,天娱数科,大笔买入,"1722600,7.44000,0.009485"
09:31:12,002495,佳隆股份,大笔买入,"888900,2.34000,0.000000"
09:31:12,002577,雷柏科技,大笔买入,"289500,22.32000,0.057882"
09:31:10,301600,慧翰股份,大笔买入,"37500,181.42000,0.054147"
09:31:10,301202,朗威股份,大笔买入,"51500,39.25000,0.021083"
09:31:10,600355,精伦电子,大笔买入,"520200,3.60000,0.065089"
09:31:09,688048,长光华芯,大笔买入,"128468,50.98000,0.082378"
09:31:09,003005,竞业达,大笔买入,"76800,35.95000,-0.018443"
09:31:09,002808,ST恒久,大笔买入,"352500,2.93000,0.050000"
09:31:09,002123,梦网科技,大笔买入,"1229100,13.57000,0.046512"
09:31:09,002067,景兴纸业,大笔买入,"1420394,4.04000,-0.004950"
09:31:09,000818,航锦科技,大笔买入,"800800,21.43000,0.058071"
09:31:08,603206,嘉环科技,大笔买入,"111300,16.91000,0.018675"
09:31:08,603636,南威软件,大笔买入,"887900,13.82000,-0.012857"
09:31:07,301076,新瀚新材,大笔买入,"110400,34.63000,0.008739"
09:31:07,301261,恒工精密,大笔买入,"39200,57.55000,-0.040599"
09:31:07,600421,华嵘控股,大笔买入,"196400,6.32000,0.067568"
09:31:07,300918,南山智尚,大笔买入,"368800,12.07000,0.082056"
09:31:07,300846,首都在线,大笔买入,"1005400,17.65000,0.149708"
09:31:06,002861,瀛通通讯,大笔买入,"159300,16.30000,-0.019725"
09:31:06,003005,竞业达,大笔买入,"210800,36.19000,-0.027665"
09:31:06,002577,雷柏科技,大笔买入,"330100,22.38000,0.062588"
09:31:06,002123,梦网科技,大笔买入,"1797200,13.50000,0.044186"
09:31:06,002137,实益达,大笔买入,"411900,8.63000,0.008187"
09:31:06,600120,浙江东方,大笔买入,"3659191,6.70000,0.087662"
09:31:06,000004,国华网安,大笔买入,"167500,12.01000,0.010101"
09:31:05,603636,南威软件,大笔买入,"797500,13.81000,-0.013571"
09:31:05,688343,云天励飞-U,大笔买入,"273382,67.92000,0.049930"
09:31:04,301488,豪恩汽电,大笔买入,"46700,68.60000,0.059096"
09:31:04,301598,博科测试,大笔买入,"25400,79.52000,0.066845"
09:31:04,301132,满坤科技,大笔买入,"50200,28.57000,0.010616"
09:31:04,839946,华阳变速,大笔买入,"159109,8.99000,0.095006"
09:31:04,300846,首都在线,大笔买入,"474500,17.74000,0.146468"
09:31:03,002354,天娱数科,大笔买入,"2848800,7.44000,0.009485"
09:31:03,001368,通达创智,大笔买入,"61800,23.40000,0.075195"
09:31:03,000818,航锦科技,大笔买入,"1009100,21.43000,0.054626"
09:31:02,832876,慧为智能,大笔买入,"60499,27.05000,0.000000"
09:31:01,301388,欣灵电气,大笔买入,"41600,24.05000,0.007960"
09:31:01,300766,每日互动,大笔买入,"362500,38.11000,0.099712"
09:30:58,301598,博科测试,大笔买入,"15100,79.52000,0.062834"
09:30:58,300830,金现代,大笔买入,"350800,9.54000,0.031351"
09:30:58,300846,首都在线,大笔买入,"1627800,17.65000,0.160726"
09:30:57,003032,传智教育,大笔买入,"278545,8.09000,0.008772"
09:30:57,003005,竞业达,大笔买入,"155100,35.59000,-0.032547"
09:30:57,839946,华阳变速,大笔买入,"165646,8.97000,0.095006"
09:30:57,002123,梦网科技,大笔买入,"852400,13.44000,0.041085"
09:30:57,002009,天奇股份,大笔买入,"506100,15.63000,0.005799"
09:30:57,002261,拓维信息,大笔买入,"1454200,21.86000,0.067548"
09:30:56,688620,安凯微,大笔买入,"330208,19.90000,0.106170"
09:30:55,688159,有方科技,大笔买入,"141142,38.89000,0.039840"
09:30:55,301052,果麦文化,大笔买入,"90700,28.80000,-0.001041"
09:30:55,301488,豪恩汽电,大笔买入,"38600,68.65000,0.059250"
09:30:55,301312,智立方,大笔买入,"27000,46.64000,0.004956"
09:30:55,300766,每日互动,大笔买入,"421600,38.06000,0.097983"
09:30:55,300846,首都在线,大笔买入,"438700,17.91000,0.152301"
09:30:55,300632,光莆股份,大笔买入,"257400,12.06000,0.019393"
